month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2025-11,Suspected Suicide Attempts,Age,65+ years,35
2025-11,Suspected Suicide Attempts,Age,All,165
2025-10,Suspected Suicide Attempts,Age,12-17 years,817
2025-10,Suspected Suicide Attempts,Age,18-34 years,263
2025-10,Suspected Suicide Attempts,Age,35-64 years,133
2025-10,Suspected Suicide Attempts,Age,65+ years,35
2025-10,Suspected Suicide Attempts,Age,All,160
2025-09,Suspected Suicide Attempts,Age,12-17 years,734
2025-09,Suspected Suicide Attempts,Age,18-34 years,263
2025-09,Suspected Suicide Attempts,Age,35-64 years,133
2025-09,Suspected Suicide Attempts,Age,65+ years,32
2025-09,Suspected Suicide Attempts,Age,All,158
2025-08,Suspected Suicide Attempts,Age,12-17 years,723
2025-08,Suspected Suicide Attempts,Age,18-34 years,258
2025-08,Suspected Suicide Attempts,Age,35-64 years,133
2025-08,Suspected Suicide Attempts,Age,65+ years,36
2025-08,Suspected Suicide Attempts,Age,All,152
2025-07,Suspected Suicide Attempts,Age,12-17 years,790
2025-07,Suspected Suicide Attempts,Age,18-34 years,264
2025-07,Suspected Suicide Attempts,Age,35-64 years,135
2025-07,Suspected Suicide Attempts,Age,65+ years,36
2025-07,Suspected Suicide Attempts,Age,All,154
2025-06,Suspected Suicide Attempts,Age,12-17 years,771
2025-06,Suspected Suicide Attempts,Age,18-34 years,263
2025-06,Suspected Suicide Attempts,Age,35-64 years,134
2025-06,Suspected Suicide Attempts,Age,65+ years,36
2025-06,Suspected Suicide Attempts,Age,All,151
2025-05,Suspected Suicide Attempts,Age,12-17 years,779
2025-05,Suspected Suicide Attempts,Age,18-34 years,263
2025-05,Suspected Suicide Attempts,Age,35-64 years,134
2025-05,Suspected Suicide Attempts,Age,65+ years,36
2025-05,Suspected Suicide Attempts,Age,All,155
2025-04,Suspected Suicide Attempts,Age,12-17 years,776
2025-04,Suspected Suicide Attempts,Age,18-34 years,256
2025-04,Suspected Suicide Attempts,Age,35-64 years,130
2025-04,Suspected Suicide Attempts,Age,65+ years,34
2025-04,Suspected Suicide Attempts,Age,All,153
2025-03,Suspected Suicide Attempts,Age,12-17 years,769
2025-03,Suspected Suicide Attempts,Age,18-34 years,251
2025-03,Suspected Suicide Attempts,Age,35-64 years,128
2025-03,Suspected Suicide Attempts,Age,65+ years,32
2025-03,Suspected Suicide Attempts,Age,All,149
2025-02,Suspected Suicide Attempts,Age,12-17 years,689
2025-02,Suspected Suicide Attempts,Age,18-34 years,237
2025-02,Suspected Suicide Attempts,Age,35-64 years,119
2025-02,Suspected Suicide Attempts,Age,65+ years,31
2025-02,Suspected Suicide Attempts,Age,All,138
2025-01,Suspected Suicide Attempts,Age,12-17 years,689
2025-01,Suspected Suicide Attempts,Age,18-34 years,223
2025-01,Suspected Suicide Attempts,Age,35-64 years,116
2025-01,Suspected Suicide Attempts,Age,65+ years,32
2025-01,Suspected Suicide Attempts,Age,All,134
2024-12,Suspected Suicide Attempts,Age,12-17 years,627
2024-12,Suspected Suicide Attempts,Age,18-34 years,224
2024-12,Suspected Suicide Attempts,Age,35-64 years,120
2024-12,Suspected Suicide Attempts,Age,65+ years,28
2024-12,Suspected Suicide Attempts,Age,All,129
2024-11,Suspected Suicide Attempts,Age,12-17 years,693
2024-11,Suspected Suicide Attempts,Age,18-34 years,251
2024-11,Suspected Suicide Attempts,Age,35-64 years,133
2024-11,Suspected Suicide Attempts,Age,65+ years,33
2024-11,Suspected Suicide Attempts,Age,All,148
2024-10,Suspected Suicide Attempts,Age,12-17 years,698
2024-10,Suspected Suicide Attempts,Age,18-34 years,259
2024-10,Suspected Suicide Attempts,Age,35-64 years,133
2024-10,Suspected Suicide Attempts,Age,65+ years,34
2024-10,Suspected Suicide Attempts,Age,All,155
2024-09,Suspected Suicide Attempts,Age,12-17 years,694
2024-09,Suspected Suicide Attempts,Age,18-34 years,260
2024-09,Suspected Suicide Attempts,Age,35-64 years,136
2024-09,Suspected Suicide Attempts,Age,65+ years,35
2024-09,Suspected Suicide Attempts,Age,All,157
2024-08,Suspected Suicide Attempts,Age,12-17 years,671
2024-08,Suspected Suicide Attempts,Age,18-34 years,251
2024-08,Suspected Suicide Attempts,Age,35-64 years,134
2024-08,Suspected Suicide Attempts,Age,65+ years,34
2024-08,Suspected Suicide Attempts,Age,All,150
2024-07,Suspected Suicide Attempts,Age,12-17 years,712
2024-07,Suspected Suicide Attempts,Age,18-34 years,246
2024-07,Suspected Suicide Attempts,Age,35-64 years,136
2024-07,Suspected Suicide Attempts,Age,65+ years,34
2024-07,Suspected Suicide Attempts,Age,All,148
2024-06,Suspected Suicide Attempts,Age,12-17 years,678
2024-06,Suspected Suicide Attempts,Age,18-34 years,253
2024-06,Suspected Suicide Attempts,Age,35-64 years,134
2024-06,Suspected Suicide Attempts,Age,65+ years,35
2024-06,Suspected Suicide Attempts,Age,All,147
2024-05,Suspected Suicide Attempts,Age,12-17 years,727
2024-05,Suspected Suicide Attempts,Age,18-34 years,246
2024-05,Suspected Suicide Attempts,Age,35-64 years,130
2024-05,Suspected Suicide Attempts,Age,65+ years,34
2024-05,Suspected Suicide Attempts,Age,All,149
2024-04,Suspected Suicide Attempts,Age,12-17 years,767
2024-04,Suspected Suicide Attempts,Age,18-34 years,250
2024-04,Suspected Suicide Attempts,Age,35-64 years,130
2024-04,Suspected Suicide Attempts,Age,65+ years,33
2024-04,Suspected Suicide Attempts,Age,All,153
2024-03,Suspected Suicide Attempts,Age,12-17 years,692
2024-03,Suspected Suicide Attempts,Age,18-34 years,244
2024-03,Suspected Suicide Attempts,Age,35-64 years,127
2024-03,Suspected Suicide Attempts,Age,65+ years,32
2024-03,Suspected Suicide Attempts,Age,All,144
2024-02,Suspected Suicide Attempts,Age,12-17 years,667
2024-02,Suspected Suicide Attempts,Age,18-34 years,242
2024-02,Suspected Suicide Attempts,Age,35-64 years,121
2024-02,Suspected Suicide Attempts,Age,65+ years,28
2024-02,Suspected Suicide Attempts,Age,All,141
2024-01,Suspected Suicide Attempts,Age,12-17 years,707
2024-01,Suspected Suicide Attempts,Age,18-34 years,245
2024-01,Suspected Suicide Attempts,Age,35-64 years,123
2024-01,Suspected Suicide Attempts,Age,65+ years,29
2024-01,Suspected Suicide Attempts,Age,All,143
2023-12,Suspected Suicide Attempts,Age,12-17 years,569
2023-12,Suspected Suicide Attempts,Age,18-34 years,220
2023-12,Suspected Suicide Attempts,Age,35-64 years,117
2023-12,Suspected Suicide Attempts,Age,65+ years,29
2023-12,Suspected Suicide Attempts,Age,All,124
2023-11,Suspected Suicide Attempts,Age,12-17 years,682
2023-11,Suspected Suicide Attempts,Age,18-34 years,243
2023-11,Suspected Suicide Attempts,Age,35-64 years,125
2023-11,Suspected Suicide Attempts,Age,65+ years,30
2023-11,Suspected Suicide Attempts,Age,All,141
2023-10,Suspected Suicide Attempts,Age,12-17 years,652
2023-10,Suspected Suicide Attempts,Age,18-34 years,260
2023-10,Suspected Suicide Attempts,Age,35-64 years,133
2023-10,Suspected Suicide Attempts,Age,65+ years,31
2023-10,Suspected Suicide Attempts,Age,All,150
2023-09,Suspected Suicide Attempts,Age,12-17 years,618
2023-09,Suspected Suicide Attempts,Age,18-34 years,249
2023-09,Suspected Suicide Attempts,Age,35-64 years,136
2023-09,Suspected Suicide Attempts,Age,65+ years,32
2023-09,Suspected Suicide Attempts,Age,All,150
2023-08,Suspected Suicide Attempts,Age,12-17 years,637
2023-08,Suspected Suicide Attempts,Age,18-34 years,251
2023-08,Suspected Suicide Attempts,Age,35-64 years,138
2023-08,Suspected Suicide Attempts,Age,65+ years,34
2023-08,Suspected Suicide Attempts,Age,All,150
2023-07,Suspected Suicide Attempts,Age,12-17 years,678
2023-07,Suspected Suicide Attempts,Age,18-34 years,262
2023-07,Suspected Suicide Attempts,Age,35-64 years,139
2023-07,Suspected Suicide Attempts,Age,65+ years,34
2023-07,Suspected Suicide Attempts,Age,All,152
2023-06,Suspected Suicide Attempts,Age,12-17 years,680
2023-06,Suspected Suicide Attempts,Age,18-34 years,249
2023-06,Suspected Suicide Attempts,Age,35-64 years,139
2023-06,Suspected Suicide Attempts,Age,65+ years,34
2023-06,Suspected Suicide Attempts,Age,All,148
2023-05,Suspected Suicide Attempts,Age,12-17 years,753
2023-05,Suspected Suicide Attempts,Age,18-34 years,265
2023-05,Suspected Suicide Attempts,Age,35-64 years,137
2023-05,Suspected Suicide Attempts,Age,65+ years,32
2023-05,Suspected Suicide Attempts,Age,All,157
2023-04,Suspected Suicide Attempts,Age,12-17 years,845
2023-04,Suspected Suicide Attempts,Age,18-34 years,275
2023-04,Suspected Suicide Attempts,Age,35-64 years,137
2023-04,Suspected Suicide Attempts,Age,65+ years,32
2023-04,Suspected Suicide Attempts,Age,All,164
2023-03,Suspected Suicide Attempts,Age,12-17 years,883
2023-03,Suspected Suicide Attempts,Age,18-34 years,258
2023-03,Suspected Suicide Attempts,Age,35-64 years,135
2023-03,Suspected Suicide Attempts,Age,65+ years,30
2023-03,Suspected Suicide Attempts,Age,All,161
2023-02,Suspected Suicide Attempts,Age,12-17 years,924
2023-02,Suspected Suicide Attempts,Age,18-34 years,276
2023-02,Suspected Suicide Attempts,Age,35-64 years,138
2023-02,Suspected Suicide Attempts,Age,65+ years,31
2023-02,Suspected Suicide Attempts,Age,All,169
2023-01,Suspected Suicide Attempts,Age,12-17 years,927
2023-01,Suspected Suicide Attempts,Age,18-34 years,273
2023-01,Suspected Suicide Attempts,Age,35-64 years,135
2023-01,Suspected Suicide Attempts,Age,65+ years,30
2023-01,Suspected Suicide Attempts,Age,All,167
2022-12,Suspected Suicide Attempts,Age,12-17 years,679
2022-12,Suspected Suicide Attempts,Age,18-34 years,236
2022-12,Suspected Suicide Attempts,Age,35-64 years,123
2022-12,Suspected Suicide Attempts,Age,65+ years,30
2022-12,Suspected Suicide Attempts,Age,All,136
2022-11,Suspected Suicide Attempts,Age,12-17 years,674
2022-11,Suspected Suicide Attempts,Age,18-34 years,240
2022-11,Suspected Suicide Attempts,Age,35-64 years,122
2022-11,Suspected Suicide Attempts,Age,65+ years,29
2022-11,Suspected Suicide Attempts,Age,All,139
2022-10,Suspected Suicide Attempts,Age,12-17 years,694
2022-10,Suspected Suicide Attempts,Age,18-34 years,264
2022-10,Suspected Suicide Attempts,Age,35-64 years,135
2022-10,Suspected Suicide Attempts,Age,65+ years,31
2022-10,Suspected Suicide Attempts,Age,All,152
2022-09,Suspected Suicide Attempts,Age,12-17 years,706
2022-09,Suspected Suicide Attempts,Age,18-34 years,269
2022-09,Suspected Suicide Attempts,Age,35-64 years,133
2022-09,Suspected Suicide Attempts,Age,65+ years,33
2022-09,Suspected Suicide Attempts,Age,All,157
2022-08,Suspected Suicide Attempts,Age,12-17 years,651
2022-08,Suspected Suicide Attempts,Age,18-34 years,250
2022-08,Suspected Suicide Attempts,Age,35-64 years,134
2022-08,Suspected Suicide Attempts,Age,65+ years,32
2022-08,Suspected Suicide Attempts,Age,All,148
2022-07,Suspected Suicide Attempts,Age,12-17 years,681
2022-07,Suspected Suicide Attempts,Age,18-34 years,246
2022-07,Suspected Suicide Attempts,Age,35-64 years,133
2022-07,Suspected Suicide Attempts,Age,65+ years,32
2022-07,Suspected Suicide Attempts,Age,All,145
2022-06,Suspected Suicide Attempts,Age,12-17 years,689
2022-06,Suspected Suicide Attempts,Age,18-34 years,248
2022-06,Suspected Suicide Attempts,Age,35-64 years,136
2022-06,Suspected Suicide Attempts,Age,65+ years,32
2022-06,Suspected Suicide Attempts,Age,All,146
2022-05,Suspected Suicide Attempts,Age,12-17 years,786
2022-05,Suspected Suicide Attempts,Age,18-34 years,260
2022-05,Suspected Suicide Attempts,Age,35-64 years,136
2022-05,Suspected Suicide Attempts,Age,65+ years,34
2022-05,Suspected Suicide Attempts,Age,All,159
2022-04,Suspected Suicide Attempts,Age,12-17 years,854
2022-04,Suspected Suicide Attempts,Age,18-34 years,256
2022-04,Suspected Suicide Attempts,Age,35-64 years,132
2022-04,Suspected Suicide Attempts,Age,65+ years,30
2022-04,Suspected Suicide Attempts,Age,All,161
2022-03,Suspected Suicide Attempts,Age,12-17 years,963
2022-03,Suspected Suicide Attempts,Age,18-34 years,271
2022-03,Suspected Suicide Attempts,Age,35-64 years,136
2022-03,Suspected Suicide Attempts,Age,65+ years,30
2022-03,Suspected Suicide Attempts,Age,All,172
2022-02,Suspected Suicide Attempts,Age,12-17 years,1128
2022-02,Suspected Suicide Attempts,Age,18-34 years,304
2022-02,Suspected Suicide Attempts,Age,35-64 years,137
2022-02,Suspected Suicide Attempts,Age,65+ years,32
2022-02,Suspected Suicide Attempts,Age,All,189
2022-01,Suspected Suicide Attempts,Age,12-17 years,883
2022-01,Suspected Suicide Attempts,Age,18-34 years,240
2022-01,Suspected Suicide Attempts,Age,35-64 years,119
2022-01,Suspected Suicide Attempts,Age,65+ years,29
2022-01,Suspected Suicide Attempts,Age,All,154
2021-12,Suspected Suicide Attempts,Age,12-17 years,772
2021-12,Suspected Suicide Attempts,Age,18-34 years,217
2021-12,Suspected Suicide Attempts,Age,35-64 years,109
2021-12,Suspected Suicide Attempts,Age,65+ years,28
2021-12,Suspected Suicide Attempts,Age,All,137
2021-11,Suspected Suicide Attempts,Age,12-17 years,985
2021-11,Suspected Suicide Attempts,Age,18-34 years,266
2021-11,Suspected Suicide Attempts,Age,35-64 years,121
2021-11,Suspected Suicide Attempts,Age,65+ years,28
2021-11,Suspected Suicide Attempts,Age,All,165
2021-10,Suspected Suicide Attempts,Age,12-17 years,878
2021-10,Suspected Suicide Attempts,Age,18-34 years,268
2021-10,Suspected Suicide Attempts,Age,35-64 years,127
2021-10,Suspected Suicide Attempts,Age,65+ years,30
2021-10,Suspected Suicide Attempts,Age,All,166
2021-09,Suspected Suicide Attempts,Age,12-17 years,776
2021-09,Suspected Suicide Attempts,Age,18-34 years,240
2021-09,Suspected Suicide Attempts,Age,35-64 years,120
2021-09,Suspected Suicide Attempts,Age,65+ years,32
2021-09,Suspected Suicide Attempts,Age,All,155
2021-08,Suspected Suicide Attempts,Age,12-17 years,628
2021-08,Suspected Suicide Attempts,Age,18-34 years,213
2021-08,Suspected Suicide Attempts,Age,35-64 years,116
2021-08,Suspected Suicide Attempts,Age,65+ years,30
2021-08,Suspected Suicide Attempts,Age,All,135
2021-07,Suspected Suicide Attempts,Age,12-17 years,728
2021-07,Suspected Suicide Attempts,Age,18-34 years,226
2021-07,Suspected Suicide Attempts,Age,35-64 years,119
2021-07,Suspected Suicide Attempts,Age,65+ years,32
2021-07,Suspected Suicide Attempts,Age,All,140
2021-06,Suspected Suicide Attempts,Age,12-17 years,846
2021-06,Suspected Suicide Attempts,Age,18-34 years,243
2021-06,Suspected Suicide Attempts,Age,35-64 years,127
2021-06,Suspected Suicide Attempts,Age,65+ years,32
2021-06,Suspected Suicide Attempts,Age,All,152
2021-05,Suspected Suicide Attempts,Age,12-17 years,1056
2021-05,Suspected Suicide Attempts,Age,18-34 years,255
2021-05,Suspected Suicide Attempts,Age,35-64 years,122
2021-05,Suspected Suicide Attempts,Age,65+ years,32
2021-05,Suspected Suicide Attempts,Age,All,168
2021-04,Suspected Suicide Attempts,Age,12-17 years,1093
2021-04,Suspected Suicide Attempts,Age,18-34 years,243
2021-04,Suspected Suicide Attempts,Age,35-64 years,114
2021-04,Suspected Suicide Attempts,Age,65+ years,27
2021-04,Suspected Suicide Attempts,Age,All,164
2021-03,Suspected Suicide Attempts,Age,12-17 years,1168
2021-03,Suspected Suicide Attempts,Age,18-34 years,263
2021-03,Suspected Suicide Attempts,Age,35-64 years,126
2021-03,Suspected Suicide Attempts,Age,65+ years,30
2021-03,Suspected Suicide Attempts,Age,All,176
2021-02,Suspected Suicide Attempts,Age,12-17 years,1352
2021-02,Suspected Suicide Attempts,Age,18-34 years,290
2021-02,Suspected Suicide Attempts,Age,35-64 years,131
2021-02,Suspected Suicide Attempts,Age,65+ years,31
2021-02,Suspected Suicide Attempts,Age,All,191
2021-01,Suspected Suicide Attempts,Age,12-17 years,1165
2021-01,Suspected Suicide Attempts,Age,18-34 years,266
2021-01,Suspected Suicide Attempts,Age,35-64 years,126
2021-01,Suspected Suicide Attempts,Age,65+ years,27
2021-01,Suspected Suicide Attempts,Age,All,173
2020-12,Suspected Suicide Attempts,Age,12-17 years,1056
2020-12,Suspected Suicide Attempts,Age,18-34 years,260
2020-12,Suspected Suicide Attempts,Age,35-64 years,120
2020-12,Suspected Suicide Attempts,Age,65+ years,27
2020-12,Suspected Suicide Attempts,Age,All,161
2020-11,Suspected Suicide Attempts,Age,12-17 years,1114
2020-11,Suspected Suicide Attempts,Age,18-34 years,261
2020-11,Suspected Suicide Attempts,Age,35-64 years,122
2020-11,Suspected Suicide Attempts,Age,65+ years,29
2020-11,Suspected Suicide Attempts,Age,All,170
2020-10,Suspected Suicide Attempts,Age,12-17 years,1028
2020-10,Suspected Suicide Attempts,Age,18-34 years,266
2020-10,Suspected Suicide Attempts,Age,35-64 years,127
2020-10,Suspected Suicide Attempts,Age,65+ years,30
2020-10,Suspected Suicide Attempts,Age,All,173
2020-09,Suspected Suicide Attempts,Age,12-17 years,969
2020-09,Suspected Suicide Attempts,Age,18-34 years,262
2020-09,Suspected Suicide Attempts,Age,35-64 years,136
2020-09,Suspected Suicide Attempts,Age,65+ years,31
2020-09,Suspected Suicide Attempts,Age,All,173
2020-08,Suspected Suicide Attempts,Age,12-17 years,823
2020-08,Suspected Suicide Attempts,Age,18-34 years,255
2020-08,Suspected Suicide Attempts,Age,35-64 years,136
2020-08,Suspected Suicide Attempts,Age,65+ years,34
2020-08,Suspected Suicide Attempts,Age,All,163
2020-07,Suspected Suicide Attempts,Age,12-17 years,730
2020-07,Suspected Suicide Attempts,Age,18-34 years,242
2020-07,Suspected Suicide Attempts,Age,35-64 years,132
2020-07,Suspected Suicide Attempts,Age,65+ years,34
2020-07,Suspected Suicide Attempts,Age,All,155
2020-06,Suspected Suicide Attempts,Age,12-17 years,750
2020-06,Suspected Suicide Attempts,Age,18-34 years,256
2020-06,Suspected Suicide Attempts,Age,35-64 years,139
2020-06,Suspected Suicide Attempts,Age,65+ years,32
2020-06,Suspected Suicide Attempts,Age,All,160
2020-05,Suspected Suicide Attempts,Age,12-17 years,1039
2020-05,Suspected Suicide Attempts,Age,18-34 years,305
2020-05,Suspected Suicide Attempts,Age,35-64 years,153
2020-05,Suspected Suicide Attempts,Age,65+ years,34
2020-05,Suspected Suicide Attempts,Age,All,185
2020-04,Suspected Suicide Attempts,Age,12-17 years,1279
2020-04,Suspected Suicide Attempts,Age,18-34 years,325
2020-04,Suspected Suicide Attempts,Age,35-64 years,161
2020-04,Suspected Suicide Attempts,Age,65+ years,36
2020-04,Suspected Suicide Attempts,Age,All,198
2020-03,Suspected Suicide Attempts,Age,12-17 years,771
2020-03,Suspected Suicide Attempts,Age,18-34 years,233
2020-03,Suspected Suicide Attempts,Age,35-64 years,126
2020-03,Suspected Suicide Attempts,Age,65+ years,32
2020-03,Suspected Suicide Attempts,Age,All,149
2020-02,Suspected Suicide Attempts,Age,12-17 years,635
2020-02,Suspected Suicide Attempts,Age,18-34 years,233
2020-02,Suspected Suicide Attempts,Age,35-64 years,119
2020-02,Suspected Suicide Attempts,Age,65+ years,27
2020-02,Suspected Suicide Attempts,Age,All,140
2020-01,Suspected Suicide Attempts,Age,12-17 years,605
2020-01,Suspected Suicide Attempts,Age,18-34 years,219
2020-01,Suspected Suicide Attempts,Age,35-64 years,116
2020-01,Suspected Suicide Attempts,Age,65+ years,25
2020-01,Suspected Suicide Attempts,Age,All,133
2019-12,Suspected Suicide Attempts,Age,12-17 years,526
2019-12,Suspected Suicide Attempts,Age,18-34 years,215
2019-12,Suspected Suicide Attempts,Age,35-64 years,116
2019-12,Suspected Suicide Attempts,Age,65+ years,24
2019-12,Suspected Suicide Attempts,Age,All,123
2019-11,Suspected Suicide Attempts,Age,12-17 years,573
2019-11,Suspected Suicide Attempts,Age,18-34 years,230
2019-11,Suspected Suicide Attempts,Age,35-64 years,123
2019-11,Suspected Suicide Attempts,Age,65+ years,24
2019-11,Suspected Suicide Attempts,Age,All,134
2019-10,Suspected Suicide Attempts,Age,12-17 years,565
2019-10,Suspected Suicide Attempts,Age,18-34 years,225
2019-10,Suspected Suicide Attempts,Age,35-64 years,120
2019-10,Suspected Suicide Attempts,Age,65+ years,26
2019-10,Suspected Suicide Attempts,Age,All,137
2019-09,Suspected Suicide Attempts,Age,12-17 years,479
2019-09,Suspected Suicide Attempts,Age,18-34 years,221
2019-09,Suspected Suicide Attempts,Age,35-64 years,123
2019-09,Suspected Suicide Attempts,Age,65+ years,27
2019-09,Suspected Suicide Attempts,Age,All,134
2019-08,Suspected Suicide Attempts,Age,12-17 years,444
2019-08,Suspected Suicide Attempts,Age,18-34 years,222
2019-08,Suspected Suicide Attempts,Age,35-64 years,125
2019-08,Suspected Suicide Attempts,Age,65+ years,28
2019-08,Suspected Suicide Attempts,Age,All,132
2019-07,Suspected Suicide Attempts,Age,12-17 years,478
2019-07,Suspected Suicide Attempts,Age,18-34 years,211
2019-07,Suspected Suicide Attempts,Age,35-64 years,121
2019-07,Suspected Suicide Attempts,Age,65+ years,26
2019-07,Suspected Suicide Attempts,Age,All,127
2019-06,Suspected Suicide Attempts,Age,12-17 years,501
2019-06,Suspected Suicide Attempts,Age,18-34 years,217
2019-06,Suspected Suicide Attempts,Age,35-64 years,122
2019-06,Suspected Suicide Attempts,Age,65+ years,25
2019-06,Suspected Suicide Attempts,Age,All,128
2019-05,Suspected Suicide Attempts,Age,12-17 years,544
2019-05,Suspected Suicide Attempts,Age,18-34 years,207
2019-05,Suspected Suicide Attempts,Age,35-64 years,118
2019-05,Suspected Suicide Attempts,Age,65+ years,26
2019-05,Suspected Suicide Attempts,Age,All,129
2019-04,Suspected Suicide Attempts,Age,12-17 years,552
2019-04,Suspected Suicide Attempts,Age,18-34 years,209
2019-04,Suspected Suicide Attempts,Age,35-64 years,115
2019-04,Suspected Suicide Attempts,Age,65+ years,24
2019-04,Suspected Suicide Attempts,Age,All,128
2019-03,Suspected Suicide Attempts,Age,12-17 years,533
2019-03,Suspected Suicide Attempts,Age,18-34 years,198
2019-03,Suspected Suicide Attempts,Age,35-64 years,113
2019-03,Suspected Suicide Attempts,Age,65+ years,22
2019-03,Suspected Suicide Attempts,Age,All,122
2019-02,Suspected Suicide Attempts,Age,12-17 years,561
2019-02,Suspected Suicide Attempts,Age,18-34 years,213
2019-02,Suspected Suicide Attempts,Age,35-64 years,110
2019-02,Suspected Suicide Attempts,Age,65+ years,24
2019-02,Suspected Suicide Attempts,Age,All,127
2019-01,Suspected Suicide Attempts,Age,12-17 years,547
2019-01,Suspected Suicide Attempts,Age,18-34 years,199
2019-01,Suspected Suicide Attempts,Age,35-64 years,107
2019-01,Suspected Suicide Attempts,Age,65+ years,23
2019-01,Suspected Suicide Attempts,Age,All,121
2025-12,Trauma and Stressor-related Disorders,Age,12-17 years,776
2025-12,Trauma and Stressor-related Disorders,Age,18-34 years,433
2025-12,Trauma and Stressor-related Disorders,Age,35-64 years,471
2025-12,Trauma and Stressor-related Disorders,Age,65+ years,239
2025-12,Trauma and Stressor-related Disorders,Age,All,366
2025-11,Trauma and Stressor-related Disorders,Age,12-17 years,961
2025-11,Trauma and Stressor-related Disorders,Age,18-34 years,499
2025-11,Trauma and Stressor-related Disorders,Age,35-64 years,525
2025-11,Trauma and Stressor-related Disorders,Age,65+ years,264
2025-11,Trauma and Stressor-related Disorders,Age,All,423
2025-10,Trauma and Stressor-related Disorders,Age,12-17 years,982
2025-10,Trauma and Stressor-related Disorders,Age,18-34 years,504
2025-10,Trauma and Stressor-related Disorders,Age,35-64 years,522
2025-10,Trauma and Stressor-related Disorders,Age,65+ years,257
2025-10,Trauma and Stressor-related Disorders,Age,All,429
2025-09,Trauma and Stressor-related Disorders,Age,12-17 years,883
2025-09,Trauma and Stressor-related Disorders,Age,18-34 years,502
2025-09,Trauma and Stressor-related Disorders,Age,35-64 years,511
2025-09,Trauma and Stressor-related Disorders,Age,65+ years,255
2025-09,Trauma and Stressor-related Disorders,Age,All,420
2025-08,Trauma and Stressor-related Disorders,Age,12-17 years,798
2025-08,Trauma and Stressor-related Disorders,Age,18-34 years,490
2025-08,Trauma and Stressor-related Disorders,Age,35-64 years,506
2025-08,Trauma and Stressor-related Disorders,Age,65+ years,255
2025-08,Trauma and Stressor-related Disorders,Age,All,409
2025-07,Trauma and Stressor-related Disorders,Age,12-17 years,906
2025-07,Trauma and Stressor-related Disorders,Age,18-34 years,502
2025-07,Trauma and Stressor-related Disorders,Age,35-64 years,506
2025-07,Trauma and Stressor-related Disorders,Age,65+ years,245
2025-07,Trauma and Stressor-related Disorders,Age,All,413
2025-06,Trauma and Stressor-related Disorders,Age,12-17 years,943
2025-06,Trauma and Stressor-related Disorders,Age,18-34 years,505
2025-06,Trauma and Stressor-related Disorders,Age,35-64 years,503
2025-06,Trauma and Stressor-related Disorders,Age,65+ years,247
2025-06,Trauma and Stressor-related Disorders,Age,All,412
2025-05,Trauma and Stressor-related Disorders,Age,12-17 years,1000
2025-05,Trauma and Stressor-related Disorders,Age,18-34 years,511
2025-05,Trauma and Stressor-related Disorders,Age,35-64 years,506
2025-05,Trauma and Stressor-related Disorders,Age,65+ years,251
2025-05,Trauma and Stressor-related Disorders,Age,All,421
2025-04,Trauma and Stressor-related Disorders,Age,12-17 years,943
2025-04,Trauma and Stressor-related Disorders,Age,18-34 years,508
2025-04,Trauma and Stressor-related Disorders,Age,35-64 years,506
2025-04,Trauma and Stressor-related Disorders,Age,65+ years,254
2025-04,Trauma and Stressor-related Disorders,Age,All,418
2025-03,Trauma and Stressor-related Disorders,Age,12-17 years,968
2025-03,Trauma and Stressor-related Disorders,Age,18-34 years,494
2025-03,Trauma and Stressor-related Disorders,Age,35-64 years,498
2025-03,Trauma and Stressor-related Disorders,Age,65+ years,251
2025-03,Trauma and Stressor-related Disorders,Age,All,411
2025-02,Trauma and Stressor-related Disorders,Age,12-17 years,780
2025-02,Trauma and Stressor-related Disorders,Age,18-34 years,454
2025-02,Trauma and Stressor-related Disorders,Age,35-64 years,469
2025-02,Trauma and Stressor-related Disorders,Age,65+ years,234
2025-02,Trauma and Stressor-related Disorders,Age,All,379
2025-01,Trauma and Stressor-related Disorders,Age,12-17 years,791
2025-01,Trauma and Stressor-related Disorders,Age,18-34 years,449
2025-01,Trauma and Stressor-related Disorders,Age,35-64 years,467
2025-01,Trauma and Stressor-related Disorders,Age,65+ years,236
2025-01,Trauma and Stressor-related Disorders,Age,All,372
2024-12,Trauma and Stressor-related Disorders,Age,12-17 years,740
2024-12,Trauma and Stressor-related Disorders,Age,18-34 years,446
2024-12,Trauma and Stressor-related Disorders,Age,35-64 years,460
2024-12,Trauma and Stressor-related Disorders,Age,65+ years,233
2024-12,Trauma and Stressor-related Disorders,Age,All,358
2024-11,Trauma and Stressor-related Disorders,Age,12-17 years,820
2024-11,Trauma and Stressor-related Disorders,Age,18-34 years,507
2024-11,Trauma and Stressor-related Disorders,Age,35-64 years,520
2024-11,Trauma and Stressor-related Disorders,Age,65+ years,243
2024-11,Trauma and Stressor-related Disorders,Age,All,407
2024-10,Trauma and Stressor-related Disorders,Age,12-17 years,861
2024-10,Trauma and Stressor-related Disorders,Age,18-34 years,498
2024-10,Trauma and Stressor-related Disorders,Age,35-64 years,501
2024-10,Trauma and Stressor-related Disorders,Age,65+ years,234
2024-10,Trauma and Stressor-related Disorders,Age,All,407
2024-09,Trauma and Stressor-related Disorders,Age,12-17 years,811
2024-09,Trauma and Stressor-related Disorders,Age,18-34 years,498
2024-09,Trauma and Stressor-related Disorders,Age,35-64 years,494
