month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2021-06,Bipolar Disorders,Age,12-17 years,307
2021-06,Bipolar Disorders,Age,18-34 years,777
2021-06,Bipolar Disorders,Age,35-64 years,863
2021-06,Bipolar Disorders,Age,65+ years,296
2021-06,Bipolar Disorders,Age,All,596
2021-05,Bipolar Disorders,Age,12-17 years,336
2021-05,Bipolar Disorders,Age,18-34 years,795
2021-05,Bipolar Disorders,Age,35-64 years,893
2021-05,Bipolar Disorders,Age,65+ years,297
2021-05,Bipolar Disorders,Age,All,611
2021-04,Bipolar Disorders,Age,12-17 years,363
2021-04,Bipolar Disorders,Age,18-34 years,806
2021-04,Bipolar Disorders,Age,35-64 years,880
2021-04,Bipolar Disorders,Age,65+ years,291
2021-04,Bipolar Disorders,Age,All,616
2021-03,Bipolar Disorders,Age,12-17 years,389
2021-03,Bipolar Disorders,Age,18-34 years,876
2021-03,Bipolar Disorders,Age,35-64 years,966
2021-03,Bipolar Disorders,Age,65+ years,311
2021-03,Bipolar Disorders,Age,All,676
2021-02,Bipolar Disorders,Age,12-17 years,464
2021-02,Bipolar Disorders,Age,18-34 years,924
2021-02,Bipolar Disorders,Age,35-64 years,978
2021-02,Bipolar Disorders,Age,65+ years,319
2021-02,Bipolar Disorders,Age,All,708
2021-01,Bipolar Disorders,Age,12-17 years,428
2021-01,Bipolar Disorders,Age,18-34 years,866
2021-01,Bipolar Disorders,Age,35-64 years,945
2021-01,Bipolar Disorders,Age,65+ years,315
2021-01,Bipolar Disorders,Age,All,683
2020-12,Bipolar Disorders,Age,12-17 years,435
2020-12,Bipolar Disorders,Age,18-34 years,844
2020-12,Bipolar Disorders,Age,35-64 years,920
2020-12,Bipolar Disorders,Age,65+ years,307
2020-12,Bipolar Disorders,Age,All,666
2020-11,Bipolar Disorders,Age,12-17 years,425
2020-11,Bipolar Disorders,Age,18-34 years,841
2020-11,Bipolar Disorders,Age,35-64 years,937
2020-11,Bipolar Disorders,Age,65+ years,315
2020-11,Bipolar Disorders,Age,All,672
2020-10,Bipolar Disorders,Age,12-17 years,420
2020-10,Bipolar Disorders,Age,18-34 years,890
2020-10,Bipolar Disorders,Age,35-64 years,1007
2020-10,Bipolar Disorders,Age,65+ years,331
2020-10,Bipolar Disorders,Age,All,713
2020-09,Bipolar Disorders,Age,12-17 years,426
2020-09,Bipolar Disorders,Age,18-34 years,940
2020-09,Bipolar Disorders,Age,35-64 years,1086
2020-09,Bipolar Disorders,Age,65+ years,340
2020-09,Bipolar Disorders,Age,All,760
2020-08,Bipolar Disorders,Age,12-17 years,423
2020-08,Bipolar Disorders,Age,18-34 years,969
2020-08,Bipolar Disorders,Age,35-64 years,1110
2020-08,Bipolar Disorders,Age,65+ years,360
2020-08,Bipolar Disorders,Age,All,790
2020-07,Bipolar Disorders,Age,12-17 years,407
2020-07,Bipolar Disorders,Age,18-34 years,934
2020-07,Bipolar Disorders,Age,35-64 years,1067
2020-07,Bipolar Disorders,Age,65+ years,351
2020-07,Bipolar Disorders,Age,All,767
2020-06,Bipolar Disorders,Age,12-17 years,447
2020-06,Bipolar Disorders,Age,18-34 years,964
2020-06,Bipolar Disorders,Age,35-64 years,1119
2020-06,Bipolar Disorders,Age,65+ years,348
2020-06,Bipolar Disorders,Age,All,795
2020-05,Bipolar Disorders,Age,12-17 years,543
2020-05,Bipolar Disorders,Age,18-34 years,1085
2020-05,Bipolar Disorders,Age,35-64 years,1179
2020-05,Bipolar Disorders,Age,65+ years,374
2020-05,Bipolar Disorders,Age,All,860
2020-04,Bipolar Disorders,Age,12-17 years,623
2020-04,Bipolar Disorders,Age,18-34 years,1089
2020-04,Bipolar Disorders,Age,35-64 years,1168
2020-04,Bipolar Disorders,Age,65+ years,384
2020-04,Bipolar Disorders,Age,All,873
2020-03,Bipolar Disorders,Age,12-17 years,388
2020-03,Bipolar Disorders,Age,18-34 years,843
2020-03,Bipolar Disorders,Age,35-64 years,1016
2020-03,Bipolar Disorders,Age,65+ years,327
2020-03,Bipolar Disorders,Age,All,689
2020-02,Bipolar Disorders,Age,12-17 years,335
2020-02,Bipolar Disorders,Age,18-34 years,818
2020-02,Bipolar Disorders,Age,35-64 years,965
2020-02,Bipolar Disorders,Age,65+ years,308
2020-02,Bipolar Disorders,Age,All,621
2020-01,Bipolar Disorders,Age,12-17 years,317
2020-01,Bipolar Disorders,Age,18-34 years,804
2020-01,Bipolar Disorders,Age,35-64 years,956
2020-01,Bipolar Disorders,Age,65+ years,303
2020-01,Bipolar Disorders,Age,All,615
2019-12,Bipolar Disorders,Age,12-17 years,329
2019-12,Bipolar Disorders,Age,18-34 years,778
2019-12,Bipolar Disorders,Age,35-64 years,945
2019-12,Bipolar Disorders,Age,65+ years,295
2019-12,Bipolar Disorders,Age,All,591
2019-11,Bipolar Disorders,Age,12-17 years,348
2019-11,Bipolar Disorders,Age,18-34 years,823
2019-11,Bipolar Disorders,Age,35-64 years,970
2019-11,Bipolar Disorders,Age,65+ years,286
2019-11,Bipolar Disorders,Age,All,617
2019-10,Bipolar Disorders,Age,12-17 years,348
2019-10,Bipolar Disorders,Age,18-34 years,828
2019-10,Bipolar Disorders,Age,35-64 years,987
2019-10,Bipolar Disorders,Age,65+ years,299
2019-10,Bipolar Disorders,Age,All,643
2019-09,Bipolar Disorders,Age,12-17 years,309
2019-09,Bipolar Disorders,Age,18-34 years,816
2019-09,Bipolar Disorders,Age,35-64 years,970
2019-09,Bipolar Disorders,Age,65+ years,302
2019-09,Bipolar Disorders,Age,All,638
2019-08,Bipolar Disorders,Age,12-17 years,333
2019-08,Bipolar Disorders,Age,18-34 years,851
2019-08,Bipolar Disorders,Age,35-64 years,984
2019-08,Bipolar Disorders,Age,65+ years,306
2019-08,Bipolar Disorders,Age,All,667
2019-07,Bipolar Disorders,Age,12-17 years,358
2019-07,Bipolar Disorders,Age,18-34 years,813
2019-07,Bipolar Disorders,Age,35-64 years,948
2019-07,Bipolar Disorders,Age,65+ years,292
2019-07,Bipolar Disorders,Age,All,646
2019-06,Bipolar Disorders,Age,12-17 years,332
2019-06,Bipolar Disorders,Age,18-34 years,797
2019-06,Bipolar Disorders,Age,35-64 years,948
2019-06,Bipolar Disorders,Age,65+ years,282
2019-06,Bipolar Disorders,Age,All,631
2019-05,Bipolar Disorders,Age,12-17 years,329
2019-05,Bipolar Disorders,Age,18-34 years,795
2019-05,Bipolar Disorders,Age,35-64 years,937
2019-05,Bipolar Disorders,Age,65+ years,283
2019-05,Bipolar Disorders,Age,All,613
2019-04,Bipolar Disorders,Age,12-17 years,339
2019-04,Bipolar Disorders,Age,18-34 years,805
2019-04,Bipolar Disorders,Age,35-64 years,948
2019-04,Bipolar Disorders,Age,65+ years,279
2019-04,Bipolar Disorders,Age,All,616
2019-03,Bipolar Disorders,Age,12-17 years,312
2019-03,Bipolar Disorders,Age,18-34 years,775
2019-03,Bipolar Disorders,Age,35-64 years,910
2019-03,Bipolar Disorders,Age,65+ years,264
2019-03,Bipolar Disorders,Age,All,584
2019-02,Bipolar Disorders,Age,12-17 years,311
2019-02,Bipolar Disorders,Age,18-34 years,759
2019-02,Bipolar Disorders,Age,35-64 years,876
2019-02,Bipolar Disorders,Age,65+ years,261
2019-02,Bipolar Disorders,Age,All,568
2019-01,Bipolar Disorders,Age,12-17 years,316
2019-01,Bipolar Disorders,Age,18-34 years,721
2019-01,Bipolar Disorders,Age,35-64 years,853
2019-01,Bipolar Disorders,Age,65+ years,259
2019-01,Bipolar Disorders,Age,All,557
2025-12,Depressive Disorders,Age,12-17 years,2099
2025-12,Depressive Disorders,Age,18-34 years,1264
2025-12,Depressive Disorders,Age,35-64 years,1560
2025-12,Depressive Disorders,Age,65+ years,2038
2025-12,Depressive Disorders,Age,All,1450
2025-11,Depressive Disorders,Age,12-17 years,2642
2025-11,Depressive Disorders,Age,18-34 years,1429
2025-11,Depressive Disorders,Age,35-64 years,1695
2025-11,Depressive Disorders,Age,65+ years,2174
2025-11,Depressive Disorders,Age,All,1611
2025-10,Depressive Disorders,Age,12-17 years,2645
2025-10,Depressive Disorders,Age,18-34 years,1420
2025-10,Depressive Disorders,Age,35-64 years,1692
2025-10,Depressive Disorders,Age,65+ years,2157
2025-10,Depressive Disorders,Age,All,1622
2025-09,Depressive Disorders,Age,12-17 years,2392
2025-09,Depressive Disorders,Age,18-34 years,1396
2025-09,Depressive Disorders,Age,35-64 years,1650
2025-09,Depressive Disorders,Age,65+ years,2089
2025-09,Depressive Disorders,Age,All,1575
2025-08,Depressive Disorders,Age,12-17 years,2040
2025-08,Depressive Disorders,Age,18-34 years,1379
2025-08,Depressive Disorders,Age,35-64 years,1632
2025-08,Depressive Disorders,Age,65+ years,2067
2025-08,Depressive Disorders,Age,All,1548
2025-07,Depressive Disorders,Age,12-17 years,2198
2025-07,Depressive Disorders,Age,18-34 years,1415
2025-07,Depressive Disorders,Age,35-64 years,1658
2025-07,Depressive Disorders,Age,65+ years,2027
2025-07,Depressive Disorders,Age,All,1571
2025-06,Depressive Disorders,Age,12-17 years,2232
2025-06,Depressive Disorders,Age,18-34 years,1426
2025-06,Depressive Disorders,Age,35-64 years,1664
2025-06,Depressive Disorders,Age,65+ years,2041
2025-06,Depressive Disorders,Age,All,1571
2025-05,Depressive Disorders,Age,12-17 years,2508
2025-05,Depressive Disorders,Age,18-34 years,1423
2025-05,Depressive Disorders,Age,35-64 years,1673
2025-05,Depressive Disorders,Age,65+ years,2064
2025-05,Depressive Disorders,Age,All,1576
2025-04,Depressive Disorders,Age,12-17 years,2607
2025-04,Depressive Disorders,Age,18-34 years,1441
2025-04,Depressive Disorders,Age,35-64 years,1682
2025-04,Depressive Disorders,Age,65+ years,2087
2025-04,Depressive Disorders,Age,All,1594
2025-03,Depressive Disorders,Age,12-17 years,2606
2025-03,Depressive Disorders,Age,18-34 years,1417
2025-03,Depressive Disorders,Age,35-64 years,1677
2025-03,Depressive Disorders,Age,65+ years,2128
2025-03,Depressive Disorders,Age,All,1588
2025-02,Depressive Disorders,Age,12-17 years,2290
2025-02,Depressive Disorders,Age,18-34 years,1352
2025-02,Depressive Disorders,Age,35-64 years,1606
2025-02,Depressive Disorders,Age,65+ years,2069
2025-02,Depressive Disorders,Age,All,1514
2025-01,Depressive Disorders,Age,12-17 years,2262
2025-01,Depressive Disorders,Age,18-34 years,1341
2025-01,Depressive Disorders,Age,35-64 years,1609
2025-01,Depressive Disorders,Age,65+ years,2090
2025-01,Depressive Disorders,Age,All,1507
2024-12,Depressive Disorders,Age,12-17 years,2031
2024-12,Depressive Disorders,Age,18-34 years,1313
2024-12,Depressive Disorders,Age,35-64 years,1590
2024-12,Depressive Disorders,Age,65+ years,2015
2024-12,Depressive Disorders,Age,All,1442
2024-11,Depressive Disorders,Age,12-17 years,2408
2024-11,Depressive Disorders,Age,18-34 years,1467
2024-11,Depressive Disorders,Age,35-64 years,1719
2024-11,Depressive Disorders,Age,65+ years,2079
2024-11,Depressive Disorders,Age,All,1568
2024-10,Depressive Disorders,Age,12-17 years,2433
2024-10,Depressive Disorders,Age,18-34 years,1477
2024-10,Depressive Disorders,Age,35-64 years,1688
2024-10,Depressive Disorders,Age,65+ years,2068
2024-10,Depressive Disorders,Age,All,1581
2024-09,Depressive Disorders,Age,12-17 years,2319
2024-09,Depressive Disorders,Age,18-34 years,1453
2024-09,Depressive Disorders,Age,35-64 years,1673
2024-09,Depressive Disorders,Age,65+ years,2036
2024-09,Depressive Disorders,Age,All,1565
2024-08,Depressive Disorders,Age,12-17 years,1953
2024-08,Depressive Disorders,Age,18-34 years,1432
2024-08,Depressive Disorders,Age,35-64 years,1661
2024-08,Depressive Disorders,Age,65+ years,2014
2024-08,Depressive Disorders,Age,All,1545
2024-07,Depressive Disorders,Age,12-17 years,2022
2024-07,Depressive Disorders,Age,18-34 years,1437
2024-07,Depressive Disorders,Age,35-64 years,1647
2024-07,Depressive Disorders,Age,65+ years,1988
2024-07,Depressive Disorders,Age,All,1544
2024-06,Depressive Disorders,Age,12-17 years,2042
2024-06,Depressive Disorders,Age,18-34 years,1416
2024-06,Depressive Disorders,Age,35-64 years,1663
2024-06,Depressive Disorders,Age,65+ years,1992
2024-06,Depressive Disorders,Age,All,1534
2024-05,Depressive Disorders,Age,12-17 years,2462
2024-05,Depressive Disorders,Age,18-34 years,1436
2024-05,Depressive Disorders,Age,35-64 years,1664
2024-05,Depressive Disorders,Age,65+ years,1992
2024-05,Depressive Disorders,Age,All,1538
2024-04,Depressive Disorders,Age,12-17 years,2598
2024-04,Depressive Disorders,Age,18-34 years,1492
2024-04,Depressive Disorders,Age,35-64 years,1686
2024-04,Depressive Disorders,Age,65+ years,2033
2024-04,Depressive Disorders,Age,All,1575
2024-03,Depressive Disorders,Age,12-17 years,2507
2024-03,Depressive Disorders,Age,18-34 years,1457
2024-03,Depressive Disorders,Age,35-64 years,1687
2024-03,Depressive Disorders,Age,65+ years,2051
2024-03,Depressive Disorders,Age,All,1554
2024-02,Depressive Disorders,Age,12-17 years,2522
2024-02,Depressive Disorders,Age,18-34 years,1477
2024-02,Depressive Disorders,Age,35-64 years,1677
2024-02,Depressive Disorders,Age,65+ years,2066
2024-02,Depressive Disorders,Age,All,1560
2024-01,Depressive Disorders,Age,12-17 years,2549
2024-01,Depressive Disorders,Age,18-34 years,1462
2024-01,Depressive Disorders,Age,35-64 years,1674
2024-01,Depressive Disorders,Age,65+ years,2089
2024-01,Depressive Disorders,Age,All,1578
2023-12,Depressive Disorders,Age,12-17 years,2137
2023-12,Depressive Disorders,Age,18-34 years,1365
2023-12,Depressive Disorders,Age,35-64 years,1598
2023-12,Depressive Disorders,Age,65+ years,1990
2023-12,Depressive Disorders,Age,All,1436
2023-11,Depressive Disorders,Age,12-17 years,2627
2023-11,Depressive Disorders,Age,18-34 years,1506
2023-11,Depressive Disorders,Age,35-64 years,1699
2023-11,Depressive Disorders,Age,65+ years,2011
2023-11,Depressive Disorders,Age,All,1541
2023-10,Depressive Disorders,Age,12-17 years,2619
2023-10,Depressive Disorders,Age,18-34 years,1566
2023-10,Depressive Disorders,Age,35-64 years,1746
2023-10,Depressive Disorders,Age,65+ years,2038
2023-10,Depressive Disorders,Age,All,1604
2023-09,Depressive Disorders,Age,12-17 years,2356
2023-09,Depressive Disorders,Age,18-34 years,1516
2023-09,Depressive Disorders,Age,35-64 years,1719
2023-09,Depressive Disorders,Age,65+ years,1956
2023-09,Depressive Disorders,Age,All,1566
2023-08,Depressive Disorders,Age,12-17 years,2152
2023-08,Depressive Disorders,Age,18-34 years,1522
2023-08,Depressive Disorders,Age,35-64 years,1723
2023-08,Depressive Disorders,Age,65+ years,1962
2023-08,Depressive Disorders,Age,All,1577
2023-07,Depressive Disorders,Age,12-17 years,2181
2023-07,Depressive Disorders,Age,18-34 years,1527
2023-07,Depressive Disorders,Age,35-64 years,1739
2023-07,Depressive Disorders,Age,65+ years,1967
2023-07,Depressive Disorders,Age,All,1590
2023-06,Depressive Disorders,Age,12-17 years,2329
2023-06,Depressive Disorders,Age,18-34 years,1541
2023-06,Depressive Disorders,Age,35-64 years,1749
2023-06,Depressive Disorders,Age,65+ years,1992
2023-06,Depressive Disorders,Age,All,1594
2023-05,Depressive Disorders,Age,12-17 years,2900
2023-05,Depressive Disorders,Age,18-34 years,1597
2023-05,Depressive Disorders,Age,35-64 years,1771
2023-05,Depressive Disorders,Age,65+ years,2019
2023-05,Depressive Disorders,Age,All,1622
2023-04,Depressive Disorders,Age,12-17 years,3119
2023-04,Depressive Disorders,Age,18-34 years,1663
2023-04,Depressive Disorders,Age,35-64 years,1826
2023-04,Depressive Disorders,Age,65+ years,2073
2023-04,Depressive Disorders,Age,All,1682
2023-03,Depressive Disorders,Age,12-17 years,3483
2023-03,Depressive Disorders,Age,18-34 years,1679
2023-03,Depressive Disorders,Age,35-64 years,1837
2023-03,Depressive Disorders,Age,65+ years,2084
2023-03,Depressive Disorders,Age,All,1706
2023-02,Depressive Disorders,Age,12-17 years,3576
2023-02,Depressive Disorders,Age,18-34 years,1716
2023-02,Depressive Disorders,Age,35-64 years,1849
2023-02,Depressive Disorders,Age,65+ years,2095
2023-02,Depressive Disorders,Age,All,1731
2023-01,Depressive Disorders,Age,12-17 years,3530
2023-01,Depressive Disorders,Age,18-34 years,1707
2023-01,Depressive Disorders,Age,35-64 years,1842
2023-01,Depressive Disorders,Age,65+ years,2088
2023-01,Depressive Disorders,Age,All,1743
2022-12,Depressive Disorders,Age,12-17 years,2592
2022-12,Depressive Disorders,Age,18-34 years,1526
2022-12,Depressive Disorders,Age,35-64 years,1748
2022-12,Depressive Disorders,Age,65+ years,2031
2022-12,Depressive Disorders,Age,All,1555
2022-11,Depressive Disorders,Age,12-17 years,2604
2022-11,Depressive Disorders,Age,18-34 years,1544
2022-11,Depressive Disorders,Age,35-64 years,1735
2022-11,Depressive Disorders,Age,65+ years,2032
2022-11,Depressive Disorders,Age,All,1507
2022-10,Depressive Disorders,Age,12-17 years,2767
2022-10,Depressive Disorders,Age,18-34 years,1654
2022-10,Depressive Disorders,Age,35-64 years,1781
2022-10,Depressive Disorders,Age,65+ years,2015
2022-10,Depressive Disorders,Age,All,1582
2022-09,Depressive Disorders,Age,12-17 years,2778
2022-09,Depressive Disorders,Age,18-34 years,1657
2022-09,Depressive Disorders,Age,35-64 years,1796
2022-09,Depressive Disorders,Age,65+ years,1855
2022-09,Depressive Disorders,Age,All,1590
2022-08,Depressive Disorders,Age,12-17 years,2319
2022-08,Depressive Disorders,Age,18-34 years,1626
2022-08,Depressive Disorders,Age,35-64 years,1816
2022-08,Depressive Disorders,Age,65+ years,1830
2022-08,Depressive Disorders,Age,All,1589
2022-07,Depressive Disorders,Age,12-17 years,2346
2022-07,Depressive Disorders,Age,18-34 years,1643
2022-07,Depressive Disorders,Age,35-64 years,1821
2022-07,Depressive Disorders,Age,65+ years,1798
2022-07,Depressive Disorders,Age,All,1596
2022-06,Depressive Disorders,Age,12-17 years,2618
2022-06,Depressive Disorders,Age,18-34 years,1652
2022-06,Depressive Disorders,Age,35-64 years,1870
2022-06,Depressive Disorders,Age,65+ years,1840
2022-06,Depressive Disorders,Age,All,1619
2022-05,Depressive Disorders,Age,12-17 years,3250
2022-05,Depressive Disorders,Age,18-34 years,1742
2022-05,Depressive Disorders,Age,35-64 years,1911
2022-05,Depressive Disorders,Age,65+ years,1861
2022-05,Depressive Disorders,Age,All,1678
2022-04,Depressive Disorders,Age,12-17 years,3503
2022-04,Depressive Disorders,Age,18-34 years,1819
2022-04,Depressive Disorders,Age,35-64 years,1996
2022-04,Depressive Disorders,Age,65+ years,1919
2022-04,Depressive Disorders,Age,All,1767
2022-03,Depressive Disorders,Age,12-17 years,4192
2022-03,Depressive Disorders,Age,18-34 years,1918
2022-03,Depressive Disorders,Age,35-64 years,2045
2022-03,Depressive Disorders,Age,65+ years,1929
2022-03,Depressive Disorders,Age,All,1860
2022-02,Depressive Disorders,Age,12-17 years,4582
2022-02,Depressive Disorders,Age,18-34 years,2053
2022-02,Depressive Disorders,Age,35-64 years,2083
2022-02,Depressive Disorders,Age,65+ years,1990
2022-02,Depressive Disorders,Age,All,1962
2022-01,Depressive Disorders,Age,12-17 years,3329
2022-01,Depressive Disorders,Age,18-34 years,1637
2022-01,Depressive Disorders,Age,35-64 years,1846
2022-01,Depressive Disorders,Age,65+ years,1923
2022-01,Depressive Disorders,Age,All,1689
2021-12,Depressive Disorders,Age,12-17 years,3248
2021-12,Depressive Disorders,Age,18-34 years,1543
2021-12,Depressive Disorders,Age,35-64 years,1818
2021-12,Depressive Disorders,Age,65+ years,1864
2021-12,Depressive Disorders,Age,All,1601
2021-11,Depressive Disorders,Age,12-17 years,3874
2021-11,Depressive Disorders,Age,18-34 years,1829
2021-11,Depressive Disorders,Age,35-64 years,1948
2021-11,Depressive Disorders,Age,65+ years,1859
2021-11,Depressive Disorders,Age,All,1751
2021-10,Depressive Disorders,Age,12-17 years,3599
2021-10,Depressive Disorders,Age,18-34 years,1874
2021-10,Depressive Disorders,Age,35-64 years,2015
2021-10,Depressive Disorders,Age,65+ years,1908
2021-10,Depressive Disorders,Age,All,1797
2021-09,Depressive Disorders,Age,12-17 years,3109
2021-09,Depressive Disorders,Age,18-34 years,1795
2021-09,Depressive Disorders,Age,35-64 years,2033
2021-09,Depressive Disorders,Age,65+ years,2023
2021-09,Depressive Disorders,Age,All,1782
2021-08,Depressive Disorders,Age,12-17 years,2357
2021-08,Depressive Disorders,Age,18-34 years,1655
2021-08,Depressive Disorders,Age,35-64 years,1940
2021-08,Depressive Disorders,Age,65+ years,1989
2021-08,Depressive Disorders,Age,All,1669
2021-07,Depressive Disorders,Age,12-17 years,2646
2021-07,Depressive Disorders,Age,18-34 years,1760
2021-07,Depressive Disorders,Age,35-64 years,2065
2021-07,Depressive Disorders,Age,65+ years,2040
2021-07,Depressive Disorders,Age,All,1775
2021-06,Depressive Disorders,Age,12-17 years,3236
2021-06,Depressive Disorders,Age,18-34 years,1910
2021-06,Depressive Disorders,Age,35-64 years,2178
2021-06,Depressive Disorders,Age,65+ years,2105
2021-06,Depressive Disorders,Age,All,1903
2021-05,Depressive Disorders,Age,12-17 years,4212
2021-05,Depressive Disorders,Age,18-34 years,1974
2021-05,Depressive Disorders,Age,35-64 years,2215
2021-05,Depressive Disorders,Age,65+ years,2120
2021-05,Depressive Disorders,Age,All,1989
2021-04,Depressive Disorders,Age,12-17 years,4343
2021-04,Depressive Disorders,Age,18-34 years,1984
2021-04,Depressive Disorders,Age,35-64 years,2217
2021-04,Depressive Disorders,Age,65+ years,2155
2021-04,Depressive Disorders,Age,All,2030
2021-03,Depressive Disorders,Age,12-17 years,5028
2021-03,Depressive Disorders,Age,18-34 years,2183
2021-03,Depressive Disorders,Age,35-64 years,2402
2021-03,Depressive Disorders,Age,65+ years,2277
2021-03,Depressive Disorders,Age,All,2227
2021-02,Depressive Disorders,Age,12-17 years,5405
2021-02,Depressive Disorders,Age,18-34 years,2330
2021-02,Depressive Disorders,Age,35-64 years,2464
2021-02,Depressive Disorders,Age,65+ years,2310
2021-02,Depressive Disorders,Age,All,2327
2021-01,Depressive Disorders,Age,12-17 years,4811
2021-01,Depressive Disorders,Age,18-34 years,2162
2021-01,Depressive Disorders,Age,35-64 years,2434
2021-01,Depressive Disorders,Age,65+ years,2343
2021-01,Depressive Disorders,Age,All,2260
2020-12,Depressive Disorders,Age,12-17 years,4453
2020-12,Depressive Disorders,Age,18-34 years,2153
2020-12,Depressive Disorders,Age,35-64 years,2420
2020-12,Depressive Disorders,Age,65+ years,2333
2020-12,Depressive Disorders,Age,All,2236
2020-11,Depressive Disorders,Age,12-17 years,4514
2020-11,Depressive Disorders,Age,18-34 years,2198
2020-11,Depressive Disorders,Age,35-64 years,2512
2020-11,Depressive Disorders,Age,65+ years,2379
2020-11,Depressive Disorders,Age,All,2293
2020-10,Depressive Disorders,Age,12-17 years,4422
2020-10,Depressive Disorders,Age,18-34 years,2358
2020-10,Depressive Disorders,Age,35-64 years,2724
2020-10,Depressive Disorders,Age,65+ years,2470
2020-10,Depressive Disorders,Age,All,2436
2020-09,Depressive Disorders,Age,12-17 years,4092
2020-09,Depressive Disorders,Age,18-34 years,2418
2020-09,Depressive Disorders,Age,35-64 years,2848
2020-09,Depressive Disorders,Age,65+ years,2568
2020-09,Depressive Disorders,Age,All,2504
2020-08,Depressive Disorders,Age,12-17 years,3415
2020-08,Depressive Disorders,Age,18-34 years,2393
2020-08,Depressive Disorders,Age,35-64 years,2855
2020-08,Depressive Disorders,Age,65+ years,2622
2020-08,Depressive Disorders,Age,All,2485
2020-07,Depressive Disorders,Age,12-17 years,3223
2020-07,Depressive Disorders,Age,18-34 years,2309
2020-07,Depressive Disorders,Age,35-64 years,2772
2020-07,Depressive Disorders,Age,65+ years,2576
2020-07,Depressive Disorders,Age,All,2418
2020-06,Depressive Disorders,Age,12-17 years,3367
2020-06,Depressive Disorders,Age,18-34 years,2369
2020-06,Depressive Disorders,Age,35-64 years,2865
2020-06,Depressive Disorders,Age,65+ years,2585
2020-06,Depressive Disorders,Age,All,2481
2020-05,Depressive Disorders,Age,12-17 years,4105
2020-05,Depressive Disorders,Age,18-34 years,2555
2020-05,Depressive Disorders,Age,35-64 years,2986
2020-05,Depressive Disorders,Age,65+ years,2655
2020-05,Depressive Disorders,Age,All,2630
2020-04,Depressive Disorders,Age,12-17 years,4757
2020-04,Depressive Disorders,Age,18-34 years,2492
2020-04,Depressive Disorders,Age,35-64 years,2868
2020-04,Depressive Disorders,Age,65+ years,2582
2020-04,Depressive Disorders,Age,All,2583
2020-03,Depressive Disorders,Age,12-17 years,3831
2020-03,Depressive Disorders,Age,18-34 years,2106
2020-03,Depressive Disorders,Age,35-64 years,2583
2020-03,Depressive Disorders,Age,65+ years,2410
2020-03,Depressive Disorders,Age,All,2191
2020-02,Depressive Disorders,Age,12-17 years,3550
2020-02,Depressive Disorders,Age,18-34 years,2212
2020-02,Depressive Disorders,Age,35-64 years,2644
2020-02,Depressive Disorders,Age,65+ years,2389
2020-02,Depressive Disorders,Age,All,2172
2020-01,Depressive Disorders,Age,12-17 years,3348
2020-01,Depressive Disorders,Age,18-34 years,2145
2020-01,Depressive Disorders,Age,35-64 years,2618
2020-01,Depressive Disorders,Age,65+ years,2306
2020-01,Depressive Disorders,Age,All,2117
2019-12,Depressive Disorders,Age,12-17 years,2996
2019-12,Depressive Disorders,Age,18-34 years,2108
2019-12,Depressive Disorders,Age,35-64 years,2630
2019-12,Depressive Disorders,Age,65+ years,2255
2019-12,Depressive Disorders,Age,All,2041
2019-11,Depressive Disorders,Age,12-17 years,3432
2019-11,Depressive Disorders,Age,18-34 years,2252
2019-11,Depressive Disorders,Age,35-64 years,2677
2019-11,Depressive Disorders,Age,65+ years,2248
2019-11,Depressive Disorders,Age,All,2141
2019-10,Depressive Disorders,Age,12-17 years,3417
2019-10,Depressive Disorders,Age,18-34 years,2281
2019-10,Depressive Disorders,Age,35-64 years,2683
2019-10,Depressive Disorders,Age,65+ years,2283
2019-10,Depressive Disorders,Age,All,2212
2019-09,Depressive Disorders,Age,12-17 years,2900
2019-09,Depressive Disorders,Age,18-34 years,2216
2019-09,Depressive Disorders,Age,35-64 years,2676
2019-09,Depressive Disorders,Age,65+ years,2291
2019-09,Depressive Disorders,Age,All,2179
2019-08,Depressive Disorders,Age,12-17 years,2426
2019-08,Depressive Disorders,Age,18-34 years,2199
2019-08,Depressive Disorders,Age,35-64 years,2699
2019-08,Depressive Disorders,Age,65+ years,2298
2019-08,Depressive Disorders,Age,All,2182
2019-07,Depressive Disorders,Age,12-17 years,2293
2019-07,Depressive Disorders,Age,18-34 years,2126
2019-07,Depressive Disorders,Age,35-64 years,2630
2019-07,Depressive Disorders,Age,65+ years,2250
2019-07,Depressive Disorders,Age,All,2125
2019-06,Depressive Disorders,Age,12-17 years,2459
2019-06,Depressive Disorders,Age,18-34 years,2062
2019-06,Depressive Disorders,Age,35-64 years,2589
2019-06,Depressive Disorders,Age,65+ years,2211
2019-06,Depressive Disorders,Age,All,2072
2019-05,Depressive Disorders,Age,12-17 years,3165
2019-05,Depressive Disorders,Age,18-34 years,2114
2019-05,Depressive Disorders,Age,35-64 years,2600
2019-05,Depressive Disorders,Age,65+ years,2196
2019-05,Depressive Disorders,Age,All,2103
2019-04,Depressive Disorders,Age,12-17 years,3302
2019-04,Depressive Disorders,Age,18-34 years,2130
2019-04,Depressive Disorders,Age,35-64 years,2584
2019-04,Depressive Disorders,Age,65+ years,2158
2019-04,Depressive Disorders,Age,All,2091
2019-03,Depressive Disorders,Age,12-17 years,3219
2019-03,Depressive Disorders,Age,18-34 years,2055
2019-03,Depressive Disorders,Age,35-64 years,2513
