month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2022-05,Schizophrenia Spectrum Disorders,Sex,All,416
2022-05,Schizophrenia Spectrum Disorders,Sex,Female,284
2022-05,Schizophrenia Spectrum Disorders,Sex,Male,579
2022-04,Schizophrenia Spectrum Disorders,Sex,All,444
2022-04,Schizophrenia Spectrum Disorders,Sex,Female,299
2022-04,Schizophrenia Spectrum Disorders,Sex,Male,630
2022-03,Schizophrenia Spectrum Disorders,Sex,All,470
2022-03,Schizophrenia Spectrum Disorders,Sex,Female,316
2022-03,Schizophrenia Spectrum Disorders,Sex,Male,665
2022-02,Schizophrenia Spectrum Disorders,Sex,All,491
2022-02,Schizophrenia Spectrum Disorders,Sex,Female,336
2022-02,Schizophrenia Spectrum Disorders,Sex,Male,686
2022-01,Schizophrenia Spectrum Disorders,Sex,All,434
2022-01,Schizophrenia Spectrum Disorders,Sex,Female,291
2022-01,Schizophrenia Spectrum Disorders,Sex,Male,616
2021-12,Schizophrenia Spectrum Disorders,Sex,All,399
2021-12,Schizophrenia Spectrum Disorders,Sex,Female,268
2021-12,Schizophrenia Spectrum Disorders,Sex,Male,569
2021-11,Schizophrenia Spectrum Disorders,Sex,All,431
2021-11,Schizophrenia Spectrum Disorders,Sex,Female,289
2021-11,Schizophrenia Spectrum Disorders,Sex,Male,612
2021-10,Schizophrenia Spectrum Disorders,Sex,All,450
2021-10,Schizophrenia Spectrum Disorders,Sex,Female,308
2021-10,Schizophrenia Spectrum Disorders,Sex,Male,629
2021-09,Schizophrenia Spectrum Disorders,Sex,All,422
2021-09,Schizophrenia Spectrum Disorders,Sex,Female,293
2021-09,Schizophrenia Spectrum Disorders,Sex,Male,584
2021-08,Schizophrenia Spectrum Disorders,Sex,All,416
2021-08,Schizophrenia Spectrum Disorders,Sex,Female,294
2021-08,Schizophrenia Spectrum Disorders,Sex,Male,569
2021-07,Schizophrenia Spectrum Disorders,Sex,All,441
2021-07,Schizophrenia Spectrum Disorders,Sex,Female,311
2021-07,Schizophrenia Spectrum Disorders,Sex,Male,608
2021-06,Schizophrenia Spectrum Disorders,Sex,All,472
2021-06,Schizophrenia Spectrum Disorders,Sex,Female,327
2021-06,Schizophrenia Spectrum Disorders,Sex,Male,658
2021-05,Schizophrenia Spectrum Disorders,Sex,All,488
2021-05,Schizophrenia Spectrum Disorders,Sex,Female,335
2021-05,Schizophrenia Spectrum Disorders,Sex,Male,683
2021-04,Schizophrenia Spectrum Disorders,Sex,All,492
2021-04,Schizophrenia Spectrum Disorders,Sex,Female,335
2021-04,Schizophrenia Spectrum Disorders,Sex,Male,696
2021-03,Schizophrenia Spectrum Disorders,Sex,All,548
2021-03,Schizophrenia Spectrum Disorders,Sex,Female,375
2021-03,Schizophrenia Spectrum Disorders,Sex,Male,772
2021-02,Schizophrenia Spectrum Disorders,Sex,All,580
2021-02,Schizophrenia Spectrum Disorders,Sex,Female,393
2021-02,Schizophrenia Spectrum Disorders,Sex,Male,817
2021-01,Schizophrenia Spectrum Disorders,Sex,All,561
2021-01,Schizophrenia Spectrum Disorders,Sex,Female,371
2021-01,Schizophrenia Spectrum Disorders,Sex,Male,800
2020-12,Schizophrenia Spectrum Disorders,Sex,All,549
2020-12,Schizophrenia Spectrum Disorders,Sex,Female,371
2020-12,Schizophrenia Spectrum Disorders,Sex,Male,772
2020-11,Schizophrenia Spectrum Disorders,Sex,All,538
2020-11,Schizophrenia Spectrum Disorders,Sex,Female,365
2020-11,Schizophrenia Spectrum Disorders,Sex,Male,758
2020-10,Schizophrenia Spectrum Disorders,Sex,All,559
2020-10,Schizophrenia Spectrum Disorders,Sex,Female,384
2020-10,Schizophrenia Spectrum Disorders,Sex,Male,784
2020-09,Schizophrenia Spectrum Disorders,Sex,All,588
2020-09,Schizophrenia Spectrum Disorders,Sex,Female,411
2020-09,Schizophrenia Spectrum Disorders,Sex,Male,811
2020-08,Schizophrenia Spectrum Disorders,Sex,All,600
2020-08,Schizophrenia Spectrum Disorders,Sex,Female,422
2020-08,Schizophrenia Spectrum Disorders,Sex,Male,821
2020-07,Schizophrenia Spectrum Disorders,Sex,All,588
2020-07,Schizophrenia Spectrum Disorders,Sex,Female,410
2020-07,Schizophrenia Spectrum Disorders,Sex,Male,808
2020-06,Schizophrenia Spectrum Disorders,Sex,All,612
2020-06,Schizophrenia Spectrum Disorders,Sex,Female,427
2020-06,Schizophrenia Spectrum Disorders,Sex,Male,838
2020-05,Schizophrenia Spectrum Disorders,Sex,All,682
2020-05,Schizophrenia Spectrum Disorders,Sex,Female,473
2020-05,Schizophrenia Spectrum Disorders,Sex,Male,930
2020-04,Schizophrenia Spectrum Disorders,Sex,All,744
2020-04,Schizophrenia Spectrum Disorders,Sex,Female,506
2020-04,Schizophrenia Spectrum Disorders,Sex,Male,1015
2020-03,Schizophrenia Spectrum Disorders,Sex,All,534
2020-03,Schizophrenia Spectrum Disorders,Sex,Female,361
2020-03,Schizophrenia Spectrum Disorders,Sex,Male,743
2020-02,Schizophrenia Spectrum Disorders,Sex,All,461
2020-02,Schizophrenia Spectrum Disorders,Sex,Female,315
2020-02,Schizophrenia Spectrum Disorders,Sex,Male,654
2020-01,Schizophrenia Spectrum Disorders,Sex,All,456
2020-01,Schizophrenia Spectrum Disorders,Sex,Female,312
2020-01,Schizophrenia Spectrum Disorders,Sex,Male,648
2019-12,Schizophrenia Spectrum Disorders,Sex,All,435
2019-12,Schizophrenia Spectrum Disorders,Sex,Female,300
2019-12,Schizophrenia Spectrum Disorders,Sex,Male,614
2019-11,Schizophrenia Spectrum Disorders,Sex,All,460
2019-11,Schizophrenia Spectrum Disorders,Sex,Female,315
2019-11,Schizophrenia Spectrum Disorders,Sex,Male,650
2019-10,Schizophrenia Spectrum Disorders,Sex,All,467
2019-10,Schizophrenia Spectrum Disorders,Sex,Female,327
2019-10,Schizophrenia Spectrum Disorders,Sex,Male,653
2019-09,Schizophrenia Spectrum Disorders,Sex,All,460
2019-09,Schizophrenia Spectrum Disorders,Sex,Female,330
2019-09,Schizophrenia Spectrum Disorders,Sex,Male,632
2019-08,Schizophrenia Spectrum Disorders,Sex,All,482
2019-08,Schizophrenia Spectrum Disorders,Sex,Female,344
2019-08,Schizophrenia Spectrum Disorders,Sex,Male,666
2019-07,Schizophrenia Spectrum Disorders,Sex,All,478
2019-07,Schizophrenia Spectrum Disorders,Sex,Female,335
2019-07,Schizophrenia Spectrum Disorders,Sex,Male,667
2019-06,Schizophrenia Spectrum Disorders,Sex,All,457
2019-06,Schizophrenia Spectrum Disorders,Sex,Female,320
2019-06,Schizophrenia Spectrum Disorders,Sex,Male,637
2019-05,Schizophrenia Spectrum Disorders,Sex,All,444
2019-05,Schizophrenia Spectrum Disorders,Sex,Female,310
2019-05,Schizophrenia Spectrum Disorders,Sex,Male,621
2019-04,Schizophrenia Spectrum Disorders,Sex,All,449
2019-04,Schizophrenia Spectrum Disorders,Sex,Female,308
2019-04,Schizophrenia Spectrum Disorders,Sex,Male,630
2019-03,Schizophrenia Spectrum Disorders,Sex,All,428
2019-03,Schizophrenia Spectrum Disorders,Sex,Female,296
2019-03,Schizophrenia Spectrum Disorders,Sex,Male,599
2019-02,Schizophrenia Spectrum Disorders,Sex,All,423
2019-02,Schizophrenia Spectrum Disorders,Sex,Female,292
2019-02,Schizophrenia Spectrum Disorders,Sex,Male,592
2019-01,Schizophrenia Spectrum Disorders,Sex,All,405
2019-01,Schizophrenia Spectrum Disorders,Sex,Female,277
2019-01,Schizophrenia Spectrum Disorders,Sex,Male,570
2025-12,Suspected Suicide Attempts,Sex,All,136
2025-12,Suspected Suicide Attempts,Sex,Female,147
2025-12,Suspected Suicide Attempts,Sex,Male,123
2025-11,Suspected Suicide Attempts,Sex,All,165
2025-11,Suspected Suicide Attempts,Sex,Female,184
2025-11,Suspected Suicide Attempts,Sex,Male,141
2025-10,Suspected Suicide Attempts,Sex,All,160
2025-10,Suspected Suicide Attempts,Sex,Female,177
2025-10,Suspected Suicide Attempts,Sex,Male,139
2025-09,Suspected Suicide Attempts,Sex,All,158
2025-09,Suspected Suicide Attempts,Sex,Female,173
2025-09,Suspected Suicide Attempts,Sex,Male,139
2025-08,Suspected Suicide Attempts,Sex,All,152
2025-08,Suspected Suicide Attempts,Sex,Female,164
2025-08,Suspected Suicide Attempts,Sex,Male,138
2025-07,Suspected Suicide Attempts,Sex,All,154
2025-07,Suspected Suicide Attempts,Sex,Female,165
2025-07,Suspected Suicide Attempts,Sex,Male,139
2025-06,Suspected Suicide Attempts,Sex,All,151
2025-06,Suspected Suicide Attempts,Sex,Female,161
2025-06,Suspected Suicide Attempts,Sex,Male,139
2025-05,Suspected Suicide Attempts,Sex,All,155
2025-05,Suspected Suicide Attempts,Sex,Female,168
2025-05,Suspected Suicide Attempts,Sex,Male,139
2025-04,Suspected Suicide Attempts,Sex,All,153
2025-04,Suspected Suicide Attempts,Sex,Female,168
2025-04,Suspected Suicide Attempts,Sex,Male,136
2025-03,Suspected Suicide Attempts,Sex,All,149
2025-03,Suspected Suicide Attempts,Sex,Female,162
2025-03,Suspected Suicide Attempts,Sex,Male,133
2025-02,Suspected Suicide Attempts,Sex,All,138
2025-02,Suspected Suicide Attempts,Sex,Female,148
2025-02,Suspected Suicide Attempts,Sex,Male,126
2025-01,Suspected Suicide Attempts,Sex,All,134
2025-01,Suspected Suicide Attempts,Sex,Female,144
2025-01,Suspected Suicide Attempts,Sex,Male,121
2024-12,Suspected Suicide Attempts,Sex,All,129
2024-12,Suspected Suicide Attempts,Sex,Female,134
2024-12,Suspected Suicide Attempts,Sex,Male,122
2024-11,Suspected Suicide Attempts,Sex,All,148
2024-11,Suspected Suicide Attempts,Sex,Female,161
2024-11,Suspected Suicide Attempts,Sex,Male,133
2024-10,Suspected Suicide Attempts,Sex,All,155
2024-10,Suspected Suicide Attempts,Sex,Female,169
2024-10,Suspected Suicide Attempts,Sex,Male,138
2024-09,Suspected Suicide Attempts,Sex,All,157
2024-09,Suspected Suicide Attempts,Sex,Female,172
2024-09,Suspected Suicide Attempts,Sex,Male,139
2024-08,Suspected Suicide Attempts,Sex,All,150
2024-08,Suspected Suicide Attempts,Sex,Female,161
2024-08,Suspected Suicide Attempts,Sex,Male,136
2024-07,Suspected Suicide Attempts,Sex,All,148
2024-07,Suspected Suicide Attempts,Sex,Female,157
2024-07,Suspected Suicide Attempts,Sex,Male,136
2024-06,Suspected Suicide Attempts,Sex,All,147
2024-06,Suspected Suicide Attempts,Sex,Female,159
2024-06,Suspected Suicide Attempts,Sex,Male,134
2024-05,Suspected Suicide Attempts,Sex,All,149
2024-05,Suspected Suicide Attempts,Sex,Female,162
2024-05,Suspected Suicide Attempts,Sex,Male,133
2024-04,Suspected Suicide Attempts,Sex,All,153
2024-04,Suspected Suicide Attempts,Sex,Female,168
2024-04,Suspected Suicide Attempts,Sex,Male,134
2024-03,Suspected Suicide Attempts,Sex,All,144
2024-03,Suspected Suicide Attempts,Sex,Female,156
2024-03,Suspected Suicide Attempts,Sex,Male,130
2024-02,Suspected Suicide Attempts,Sex,All,141
2024-02,Suspected Suicide Attempts,Sex,Female,152
2024-02,Suspected Suicide Attempts,Sex,Male,128
2024-01,Suspected Suicide Attempts,Sex,All,143
2024-01,Suspected Suicide Attempts,Sex,Female,155
2024-01,Suspected Suicide Attempts,Sex,Male,128
2023-12,Suspected Suicide Attempts,Sex,All,124
2023-12,Suspected Suicide Attempts,Sex,Female,133
2023-12,Suspected Suicide Attempts,Sex,Male,114
2023-11,Suspected Suicide Attempts,Sex,All,141
2023-11,Suspected Suicide Attempts,Sex,Female,154
2023-11,Suspected Suicide Attempts,Sex,Male,125
2023-10,Suspected Suicide Attempts,Sex,All,150
2023-10,Suspected Suicide Attempts,Sex,Female,165
2023-10,Suspected Suicide Attempts,Sex,Male,133
2023-09,Suspected Suicide Attempts,Sex,All,150
2023-09,Suspected Suicide Attempts,Sex,Female,163
2023-09,Suspected Suicide Attempts,Sex,Male,135
2023-08,Suspected Suicide Attempts,Sex,All,150
2023-08,Suspected Suicide Attempts,Sex,Female,163
2023-08,Suspected Suicide Attempts,Sex,Male,136
2023-07,Suspected Suicide Attempts,Sex,All,152
2023-07,Suspected Suicide Attempts,Sex,Female,166
2023-07,Suspected Suicide Attempts,Sex,Male,137
2023-06,Suspected Suicide Attempts,Sex,All,148
2023-06,Suspected Suicide Attempts,Sex,Female,159
2023-06,Suspected Suicide Attempts,Sex,Male,136
2023-05,Suspected Suicide Attempts,Sex,All,157
2023-05,Suspected Suicide Attempts,Sex,Female,175
2023-05,Suspected Suicide Attempts,Sex,Male,137
2023-04,Suspected Suicide Attempts,Sex,All,164
2023-04,Suspected Suicide Attempts,Sex,Female,188
2023-04,Suspected Suicide Attempts,Sex,Male,138
2023-03,Suspected Suicide Attempts,Sex,All,161
2023-03,Suspected Suicide Attempts,Sex,Female,181
2023-03,Suspected Suicide Attempts,Sex,Male,139
2023-02,Suspected Suicide Attempts,Sex,All,169
2023-02,Suspected Suicide Attempts,Sex,Female,193
2023-02,Suspected Suicide Attempts,Sex,Male,141
2023-01,Suspected Suicide Attempts,Sex,All,167
2023-01,Suspected Suicide Attempts,Sex,Female,189
2023-01,Suspected Suicide Attempts,Sex,Male,141
2022-12,Suspected Suicide Attempts,Sex,All,136
2022-12,Suspected Suicide Attempts,Sex,Female,150
2022-12,Suspected Suicide Attempts,Sex,Male,120
2022-11,Suspected Suicide Attempts,Sex,All,139
2022-11,Suspected Suicide Attempts,Sex,Female,157
2022-11,Suspected Suicide Attempts,Sex,Male,118
2022-10,Suspected Suicide Attempts,Sex,All,152
2022-10,Suspected Suicide Attempts,Sex,Female,169
2022-10,Suspected Suicide Attempts,Sex,Male,133
2022-09,Suspected Suicide Attempts,Sex,All,157
2022-09,Suspected Suicide Attempts,Sex,Female,176
2022-09,Suspected Suicide Attempts,Sex,Male,135
2022-08,Suspected Suicide Attempts,Sex,All,148
2022-08,Suspected Suicide Attempts,Sex,Female,161
2022-08,Suspected Suicide Attempts,Sex,Male,133
2022-07,Suspected Suicide Attempts,Sex,All,145
2022-07,Suspected Suicide Attempts,Sex,Female,156
2022-07,Suspected Suicide Attempts,Sex,Male,133
2022-06,Suspected Suicide Attempts,Sex,All,146
2022-06,Suspected Suicide Attempts,Sex,Female,161
2022-06,Suspected Suicide Attempts,Sex,Male,130
2022-05,Suspected Suicide Attempts,Sex,All,159
2022-05,Suspected Suicide Attempts,Sex,Female,180
2022-05,Suspected Suicide Attempts,Sex,Male,135
2022-04,Suspected Suicide Attempts,Sex,All,161
2022-04,Suspected Suicide Attempts,Sex,Female,180
2022-04,Suspected Suicide Attempts,Sex,Male,141
2022-03,Suspected Suicide Attempts,Sex,All,172
2022-03,Suspected Suicide Attempts,Sex,Female,193
2022-03,Suspected Suicide Attempts,Sex,Male,151
2022-02,Suspected Suicide Attempts,Sex,All,189
2022-02,Suspected Suicide Attempts,Sex,Female,219
2022-02,Suspected Suicide Attempts,Sex,Male,157
2022-01,Suspected Suicide Attempts,Sex,All,154
2022-01,Suspected Suicide Attempts,Sex,Female,172
2022-01,Suspected Suicide Attempts,Sex,Male,136
2021-12,Suspected Suicide Attempts,Sex,All,137
2021-12,Suspected Suicide Attempts,Sex,Female,153
2021-12,Suspected Suicide Attempts,Sex,Male,120
2021-11,Suspected Suicide Attempts,Sex,All,165
2021-11,Suspected Suicide Attempts,Sex,Female,192
2021-11,Suspected Suicide Attempts,Sex,Male,136
2021-10,Suspected Suicide Attempts,Sex,All,166
2021-10,Suspected Suicide Attempts,Sex,Female,191
2021-10,Suspected Suicide Attempts,Sex,Male,141
2021-09,Suspected Suicide Attempts,Sex,All,155
2021-09,Suspected Suicide Attempts,Sex,Female,180
2021-09,Suspected Suicide Attempts,Sex,Male,130
2021-08,Suspected Suicide Attempts,Sex,All,135
2021-08,Suspected Suicide Attempts,Sex,Female,151
2021-08,Suspected Suicide Attempts,Sex,Male,121
2021-07,Suspected Suicide Attempts,Sex,All,140
2021-07,Suspected Suicide Attempts,Sex,Female,154
2021-07,Suspected Suicide Attempts,Sex,Male,126
2021-06,Suspected Suicide Attempts,Sex,All,152
2021-06,Suspected Suicide Attempts,Sex,Female,170
2021-06,Suspected Suicide Attempts,Sex,Male,135
2021-05,Suspected Suicide Attempts,Sex,All,168
2021-05,Suspected Suicide Attempts,Sex,Female,194
2021-05,Suspected Suicide Attempts,Sex,Male,141
2021-04,Suspected Suicide Attempts,Sex,All,164
2021-04,Suspected Suicide Attempts,Sex,Female,193
2021-04,Suspected Suicide Attempts,Sex,Male,135
2021-03,Suspected Suicide Attempts,Sex,All,176
2021-03,Suspected Suicide Attempts,Sex,Female,203
2021-03,Suspected Suicide Attempts,Sex,Male,148
2021-02,Suspected Suicide Attempts,Sex,All,191
2021-02,Suspected Suicide Attempts,Sex,Female,220
2021-02,Suspected Suicide Attempts,Sex,Male,161
2021-01,Suspected Suicide Attempts,Sex,All,173
2021-01,Suspected Suicide Attempts,Sex,Female,196
2021-01,Suspected Suicide Attempts,Sex,Male,149
2020-12,Suspected Suicide Attempts,Sex,All,161
2020-12,Suspected Suicide Attempts,Sex,Female,176
2020-12,Suspected Suicide Attempts,Sex,Male,146
2020-11,Suspected Suicide Attempts,Sex,All,170
2020-11,Suspected Suicide Attempts,Sex,Female,192
2020-11,Suspected Suicide Attempts,Sex,Male,147
2020-10,Suspected Suicide Attempts,Sex,All,173
2020-10,Suspected Suicide Attempts,Sex,Female,196
2020-10,Suspected Suicide Attempts,Sex,Male,150
2020-09,Suspected Suicide Attempts,Sex,All,173
2020-09,Suspected Suicide Attempts,Sex,Female,195
2020-09,Suspected Suicide Attempts,Sex,Male,150
2020-08,Suspected Suicide Attempts,Sex,All,163
2020-08,Suspected Suicide Attempts,Sex,Female,179
2020-08,Suspected Suicide Attempts,Sex,Male,147
2020-07,Suspected Suicide Attempts,Sex,All,155
2020-07,Suspected Suicide Attempts,Sex,Female,169
2020-07,Suspected Suicide Attempts,Sex,Male,142
2020-06,Suspected Suicide Attempts,Sex,All,160
2020-06,Suspected Suicide Attempts,Sex,Female,172
2020-06,Suspected Suicide Attempts,Sex,Male,151
2020-05,Suspected Suicide Attempts,Sex,All,185
2020-05,Suspected Suicide Attempts,Sex,Female,202
2020-05,Suspected Suicide Attempts,Sex,Male,168
2020-04,Suspected Suicide Attempts,Sex,All,198
2020-04,Suspected Suicide Attempts,Sex,Female,218
2020-04,Suspected Suicide Attempts,Sex,Male,180
2020-03,Suspected Suicide Attempts,Sex,All,149
2020-03,Suspected Suicide Attempts,Sex,Female,160
2020-03,Suspected Suicide Attempts,Sex,Male,140
2020-02,Suspected Suicide Attempts,Sex,All,140
2020-02,Suspected Suicide Attempts,Sex,Female,151
2020-02,Suspected Suicide Attempts,Sex,Male,129
2020-01,Suspected Suicide Attempts,Sex,All,133
2020-01,Suspected Suicide Attempts,Sex,Female,140
2020-01,Suspected Suicide Attempts,Sex,Male,126
2019-12,Suspected Suicide Attempts,Sex,All,123
2019-12,Suspected Suicide Attempts,Sex,Female,128
2019-12,Suspected Suicide Attempts,Sex,Male,119
2019-11,Suspected Suicide Attempts,Sex,All,134
2019-11,Suspected Suicide Attempts,Sex,Female,142
2019-11,Suspected Suicide Attempts,Sex,Male,128
2019-10,Suspected Suicide Attempts,Sex,All,137
2019-10,Suspected Suicide Attempts,Sex,Female,149
2019-10,Suspected Suicide Attempts,Sex,Male,127
2019-09,Suspected Suicide Attempts,Sex,All,134
2019-09,Suspected Suicide Attempts,Sex,Female,143
2019-09,Suspected Suicide Attempts,Sex,Male,128
2019-08,Suspected Suicide Attempts,Sex,All,132
2019-08,Suspected Suicide Attempts,Sex,Female,136
2019-08,Suspected Suicide Attempts,Sex,Male,131
2019-07,Suspected Suicide Attempts,Sex,All,127
2019-07,Suspected Suicide Attempts,Sex,Female,135
2019-07,Suspected Suicide Attempts,Sex,Male,122
2019-06,Suspected Suicide Attempts,Sex,All,128
2019-06,Suspected Suicide Attempts,Sex,Female,135
2019-06,Suspected Suicide Attempts,Sex,Male,125
2019-05,Suspected Suicide Attempts,Sex,All,129
2019-05,Suspected Suicide Attempts,Sex,Female,138
2019-05,Suspected Suicide Attempts,Sex,Male,121
2019-04,Suspected Suicide Attempts,Sex,All,128
2019-04,Suspected Suicide Attempts,Sex,Female,139
2019-04,Suspected Suicide Attempts,Sex,Male,116
2019-03,Suspected Suicide Attempts,Sex,All,122
2019-03,Suspected Suicide Attempts,Sex,Female,129
2019-03,Suspected Suicide Attempts,Sex,Male,115
2019-02,Suspected Suicide Attempts,Sex,All,127
2019-02,Suspected Suicide Attempts,Sex,Female,135
2019-02,Suspected Suicide Attempts,Sex,Male,117
2019-01,Suspected Suicide Attempts,Sex,All,121
2019-01,Suspected Suicide Attempts,Sex,Female,127
2019-01,Suspected Suicide Attempts,Sex,Male,114
2025-12,Trauma and Stressor-related Disorders,Sex,All,366
2025-12,Trauma and Stressor-related Disorders,Sex,Female,379
2025-12,Trauma and Stressor-related Disorders,Sex,Male,349
2025-11,Trauma and Stressor-related Disorders,Sex,All,423
2025-11,Trauma and Stressor-related Disorders,Sex,Female,437
2025-11,Trauma and Stressor-related Disorders,Sex,Male,404
2025-10,Trauma and Stressor-related Disorders,Sex,All,429
2025-10,Trauma and Stressor-related Disorders,Sex,Female,451
2025-10,Trauma and Stressor-related Disorders,Sex,Male,401
2025-09,Trauma and Stressor-related Disorders,Sex,All,420
2025-09,Trauma and Stressor-related Disorders,Sex,Female,442
2025-09,Trauma and Stressor-related Disorders,Sex,Male,392
2025-08,Trauma and Stressor-related Disorders,Sex,All,409
2025-08,Trauma and Stressor-related Disorders,Sex,Female,428
2025-08,Trauma and Stressor-related Disorders,Sex,Male,384
2025-07,Trauma and Stressor-related Disorders,Sex,All,413
2025-07,Trauma and Stressor-related Disorders,Sex,Female,434
2025-07,Trauma and Stressor-related Disorders,Sex,Male,387
2025-06,Trauma and Stressor-related Disorders,Sex,All,412
2025-06,Trauma and Stressor-related Disorders,Sex,Female,434
2025-06,Trauma and Stressor-related Disorders,Sex,Male,385
2025-05,Trauma and Stressor-related Disorders,Sex,All,421
2025-05,Trauma and Stressor-related Disorders,Sex,Female,438
2025-05,Trauma and Stressor-related Disorders,Sex,Male,399
2025-04,Trauma and Stressor-related Disorders,Sex,All,418
2025-04,Trauma and Stressor-related Disorders,Sex,Female,440
2025-04,Trauma and Stressor-related Disorders,Sex,Male,390
2025-03,Trauma and Stressor-related Disorders,Sex,All,411
2025-03,Trauma and Stressor-related Disorders,Sex,Female,431
2025-03,Trauma and Stressor-related Disorders,Sex,Male,385
2025-02,Trauma and Stressor-related Disorders,Sex,All,379
2025-02,Trauma and Stressor-related Disorders,Sex,Female,390
2025-02,Trauma and Stressor-related Disorders,Sex,Male,364
2025-01,Trauma and Stressor-related Disorders,Sex,All,372
2025-01,Trauma and Stressor-related Disorders,Sex,Female,380
2025-01,Trauma and Stressor-related Disorders,Sex,Male,360
2024-12,Trauma and Stressor-related Disorders,Sex,All,358
2024-12,Trauma and Stressor-related Disorders,Sex,Female,370
2024-12,Trauma and Stressor-related Disorders,Sex,Male,342
2024-11,Trauma and Stressor-related Disorders,Sex,All,407
2024-11,Trauma and Stressor-related Disorders,Sex,Female,422
2024-11,Trauma and Stressor-related Disorders,Sex,Male,387
2024-10,Trauma and Stressor-related Disorders,Sex,All,407
2024-10,Trauma and Stressor-related Disorders,Sex,Female,425
2024-10,Trauma and Stressor-related Disorders,Sex,Male,383
2024-09,Trauma and Stressor-related Disorders,Sex,All,404
2024-09,Trauma and Stressor-related Disorders,Sex,Female,420
2024-09,Trauma and Stressor-related Disorders,Sex,Male,384
2024-08,Trauma and Stressor-related Disorders,Sex,All,399
2024-08,Trauma and Stressor-related Disorders,Sex,Female,414
2024-08,Trauma and Stressor-related Disorders,Sex,Male,379
2024-07,Trauma and Stressor-related Disorders,Sex,All,394
2024-07,Trauma and Stressor-related Disorders,Sex,Female,410
2024-07,Trauma and Stressor-related Disorders,Sex,Male,373
2024-06,Trauma and Stressor-related Disorders,Sex,All,396
2024-06,Trauma and Stressor-related Disorders,Sex,Female,410
2024-06,Trauma and Stressor-related Disorders,Sex,Male,377
2024-05,Trauma and Stressor-related Disorders,Sex,All,395
2024-05,Trauma and Stressor-related Disorders,Sex,Female,416
2024-05,Trauma and Stressor-related Disorders,Sex,Male,369
2024-04,Trauma and Stressor-related Disorders,Sex,All,398
2024-04,Trauma and Stressor-related Disorders,Sex,Female,416
2024-04,Trauma and Stressor-related Disorders,Sex,Male,375
2024-03,Trauma and Stressor-related Disorders,Sex,All,393
2024-03,Trauma and Stressor-related Disorders,Sex,Female,407
2024-03,Trauma and Stressor-related Disorders,Sex,Male,378
2024-02,Trauma and Stressor-related Disorders,Sex,All,394
2024-02,Trauma and Stressor-related Disorders,Sex,Female,406
2024-02,Trauma and Stressor-related Disorders,Sex,Male,380
2024-01,Trauma and Stressor-related Disorders,Sex,All,385
2024-01,Trauma and Stressor-related Disorders,Sex,Female,398
2024-01,Trauma and Stressor-related Disorders,Sex,Male,370
2023-12,Trauma and Stressor-related Disorders,Sex,All,343
2023-12,Trauma and Stressor-related Disorders,Sex,Female,355
2023-12,Trauma and Stressor-related Disorders,Sex,Male,330
2023-11,Trauma and Stressor-related Disorders,Sex,All,381
2023-11,Trauma and Stressor-related Disorders,Sex,Female,399
2023-11,Trauma and Stressor-related Disorders,Sex,Male,360
2023-10,Trauma and Stressor-related Disorders,Sex,All,406
2023-10,Trauma and Stressor-related Disorders,Sex,Female,427
2023-10,Trauma and Stressor-related Disorders,Sex,Male,382
2023-09,Trauma and Stressor-related Disorders,Sex,All,399
2023-09,Trauma and Stressor-related Disorders,Sex,Female,421
2023-09,Trauma and Stressor-related Disorders,Sex,Male,374
2023-08,Trauma and Stressor-related Disorders,Sex,All,397
2023-08,Trauma and Stressor-related Disorders,Sex,Female,418
2023-08,Trauma and Stressor-related Disorders,Sex,Male,375
2023-07,Trauma and Stressor-related Disorders,Sex,All,402
2023-07,Trauma and Stressor-related Disorders,Sex,Female,424
2023-07,Trauma and Stressor-related Disorders,Sex,Male,379
2023-06,Trauma and Stressor-related Disorders,Sex,All,406
2023-06,Trauma and Stressor-related Disorders,Sex,Female,426
2023-06,Trauma and Stressor-related Disorders,Sex,Male,384
2023-05,Trauma and Stressor-related Disorders,Sex,All,413
2023-05,Trauma and Stressor-related Disorders,Sex,Female,437
2023-05,Trauma and Stressor-related Disorders,Sex,Male,386
2023-04,Trauma and Stressor-related Disorders,Sex,All,413
2023-04,Trauma and Stressor-related Disorders,Sex,Female,442
2023-04,Trauma and Stressor-related Disorders,Sex,Male,380
2023-03,Trauma and Stressor-related Disorders,Sex,All,419
2023-03,Trauma and Stressor-related Disorders,Sex,Female,440
2023-03,Trauma and Stressor-related Disorders,Sex,Male,395
2023-02,Trauma and Stressor-related Disorders,Sex,All,420
2023-02,Trauma and Stressor-related Disorders,Sex,Female,444
2023-02,Trauma and Stressor-related Disorders,Sex,Male,393
2023-01,Trauma and Stressor-related Disorders,Sex,All,417
2023-01,Trauma and Stressor-related Disorders,Sex,Female,441
2023-01,Trauma and Stressor-related Disorders,Sex,Male,390
2022-12,Trauma and Stressor-related Disorders,Sex,All,357
2022-12,Trauma and Stressor-related Disorders,Sex,Female,374
2022-12,Trauma and Stressor-related Disorders,Sex,Male,339
2022-11,Trauma and Stressor-related Disorders,Sex,All,353
2022-11,Trauma and Stressor-related Disorders,Sex,Female,372
2022-11,Trauma and Stressor-related Disorders,Sex,Male,332
2022-10,Trauma and Stressor-related Disorders,Sex,All,377
2022-10,Trauma and Stressor-related Disorders,Sex,Female,397
2022-10,Trauma and Stressor-related Disorders,Sex,Male,355
