time_lst,tas,ps,hurs,sfcWind,rsds,huss
2016-11-30,15.001375048947223,101012.21057569445,65.83219891568055,1.3065602152833333,155.92952988068055,8.794774218598612
2016-12-31,13.928897849462366,101395.0650782258,57.195228494623656,1.4888440860215055,111.15053763440861,14.806745232530915
2017-01-31,16.456151105873655,101298.83807594086,36.18319892473118,1.602873612204301,132.16814188307796,11.371646632274192
2017-02-28,16.15275715623512,101141.71629791668,56.76314832462798,1.6844853531294643,182.03837697297618,6.003970205575893
2017-03-31,15.542639092540321,101114.29004045698,50.00616039426076,2.131686827956989,226.0890830346505,12.860456412223117
2017-04-30,14.20510903995139,100793.68199875,73.9775696185,1.9606335282652778,243.75254629629165,8.081131193198612
2017-05-31,17.86023615784946,100619.31563530915,74.5864756191801,1.8394035506384407,304.003182981586,5.1637457981182795
2017-06-30,17.686287840416668,100559.0341511111,82.19580336948611,1.931211110113889,289.45183495602777,15.406592531393054
2017-07-31,20.00140438012097,100577.0835329301,83.16287129756721,1.7288289725766128,306.4069933920699,8.997085205237903
2017-08-31,21.1817732305914,100438.10140577955,80.25790757510752,1.5806451612903225,269.35503916219085,4.422097722576613
2017-09-30,20.35428791888889,100504.54692666668,79.27288319176388,1.4557291666666667,218.77124007930556,11.087167044040278
2017-10-31,21.0706538018414,100710.27286908601,63.74157706092339,1.3263709677419355,149.31869772997314,9.088158977834677
2017-11-30,16.727354808486112,101010.18035958333,68.7047977203375,1.4899491558263889,140.53475572194444,5.5523943783375005
2017-12-31,14.45,101197.44671223118,60.18279569892473,1.6620967741935482,118.15860215053763,12.560880423375
2018-01-31,17.30841845877688,101211.09328293012,45.54204038814516,1.5392923644677419,145.00860215053763,14.32582776075269
2018-02-28,11.497266252008929,101041.31684735118,64.81320224720238,2.136658975389881,207.8355905564286,4.191005933482143
2018-03-31,13.572922776142473,101077.29598763441,87.51295210165323,1.339896953405914,146.54121863790323,10.356489118153226
2018-04-30,14.774949439566667,100846.52557069444,77.05901864034722,1.6308329852416668,248.63215277777778,9.421434124318056
2018-05-31,17.73900489579301,100635.0364422043,76.32737528938172,1.868449213264785,280.3116322260887,6.653919676755376
2018-06-30,18.149468264694445,100663.06498847224,82.30077793713889,1.8366071856125,294.9464575102917,10.542512331266666
2018-07-31,20.443629534596774,100509.54784145163,82.748879735457,1.7730042767741934,293.67575526673386,9.503686155241935
2018-08-31,19.655865012083336,100556.91511908603,84.26747311827957,1.675231900533602,303.0149166534409,7.020098685874999
2018-09-30,20.817720980694446,100480.47474888888,76.84027116402777,1.529371141975,221.90055555555554,7.591461091376388
2018-10-31,21.12699932797043,100783.65371599463,71.0234318996371,1.4846236559139785,152.77437275981183,11.520628658333335
2018-11-30,17.090673243430555,100915.43194226388,64.19608229663889,1.3560020279583334,129.62385000358333,5.324932620416666
2018-12-31,15.816801075268819,101054.8279311828,75.12768817204301,1.7650537634408603,103.08198924731182,5.36122737672043
2019-01-31,13.223809172567204,101026.57256024193,58.742263309731186,1.6399050241680106,140.56282236204302,15.581810821916667
2019-02-28,12.603288021666666,101045.46746875,68.24219836811012,1.9599418138050595,187.4346742911518,5.670901722614583
2019-03-31,16.76894957639785,100924.6325626344,63.87253584229838,1.6439516129032257,201.27217741935485,7.294091171110215
2019-04-30,16.944101051233332,100858.72908416665,69.74996345029167,2.0125324074069444,251.58263888888888,13.971373784318056
2019-05-31,17.187163773844087,100643.50413436827,73.40840561763441,2.100346484657258,295.84700035385754,6.211674280913979
2019-06-30,18.410841494472223,100449.72534541666,84.32770439786111,1.7619250399430557,289.11775943406946,5.689922782920833
2019-07-31,20.643027707419353,100562.2181782258,84.90493416400538,1.7363873522688171,262.95902673936826,14.785383950944892
2019-08-31,22.671628169865592,100446.47345537634,79.70729984721774,1.5988030687701615,259.61064272737906,7.379012430372312
2019-09-30,20.81212867238889,100451.03683361111,76.24160870927777,1.6094775132277777,237.40159722222222,7.1083777986111105
2019-10-31,19.989024257553762,100488.50749475807,64.53898596176076,1.4222939068104838,177.09955197137097,14.315813953755377
2019-11-30,18.410909114333336,101038.59955583332,52.33594819870833,1.419755726101389,129.65961207200002,7.3612379524958325
2019-12-31,14.776881720430108,101005.34979354839,66.58237327189516,1.5694220430107528,91.52553763440861,7.684807015587365
2020-01-31,15.486067401008064,101043.31706497312,51.71355294544355,1.680546813532258,128.42068908991936,13.893972748370969
2020-02-29,14.16589984501437,100768.05307879309,78.29150523051725,1.9132434134051723,148.7437403138362,6.33368566566092
2020-03-31,14.715078201370968,100842.16819502688,67.83980938416667,1.7685035842298387,200.25425627244624,5.4908615981223114
2020-04-30,14.718628472222223,100824.70804708333,75.15618055555555,1.9511689814805555,271.4895833333333,15.860967128468054
2020-05-31,16.26386282401882,100595.81217620969,79.47328034838709,1.7328778519973118,270.5474694534946,7.422898021513441
2020-06-30,17.825005699166667,100578.95748569444,83.60423046705556,1.6989895696347221,281.11564549597085,3.635984632361111
2020-07-31,19.997613958978494,100592.44970833334,85.97920313201612,1.6822098976451612,272.11391061133065,15.2062256452957
2020-08-31,19.929217443655915,100732.08634408601,82.73852288989247,1.8047077765241935,249.87986532252688,8.456339173932797
2020-09-30,19.492537768041664,100333.5679905139,81.52115705931945,1.7441759259263887,228.08149911819444,3.6890706000180558
2020-10-31,19.56766203704301,100669.18106491936,56.505152329744625,1.548965053763441,184.56451612903226,15.661317518813172
2020-11-30,16.215588342831943,100729.87641625,72.07858002495833,1.3101426584305556,116.1396404918889,7.885211807361111
2020-12-31,14.314112903225807,101045.00618642473,60.92204301075269,1.5187692012298386,118.81317204301075,5.81640199081586
