time,tasmax,tasmin,rsds,ps,pr,sfcWind
2000-04-28 12:00:00,21.718262,12.172394,239.84564,97935.125,2.9901574e-07,1.7330899
2000-04-29 12:00:00,20.702087,16.788025,83.90338,97680.65,0.00038702748,1.4118907
2000-04-30 12:00:00,18.158905,10.426849,308.27808,98404.3,2.822619e-06,1.7585562
2000-05-01 12:00:00,22.424347,7.774597,323.3354,98672.164,0.0,0.62322843
2000-05-02 12:00:00,23.761871,11.778931,327.80637,98551.78,0.0,1.2331942
2000-05-03 12:00:00,25.702484,14.571167,262.00302,98285.57,1.2917603e-07,1.5296881
2000-05-04 12:00:00,26.85736,18.323364,307.51755,97874.57,7.6027674e-05,1.4578165
2000-05-05 12:00:00,22.790314,16.086456,287.40247,98068.09,5.40579e-05,1.1553754
2000-05-06 12:00:00,22.167816,13.470367,244.55208,98195.95,1.2924754e-06,1.3741467
2000-05-07 12:00:00,20.286896,15.558594,179.35188,98178.695,2.3955747e-05,1.3545759
2000-05-08 12:00:00,18.363556,10.897919,185.38354,98311.7,5.4920733e-06,1.5028617
2000-05-09 12:00:00,20.781555,11.65213,268.55215,98274.13,9.215903e-06,1.15009
2000-05-10 12:00:00,24.36792,13.992218,278.5287,98085.22,1.8563764e-05,0.95963794
2000-05-11 12:00:00,21.292145,13.866943,185.46297,98154.84,3.848183e-05,0.7648174
2000-05-12 12:00:00,25.75534,12.243011,327.1662,98286.414,3.0575816e-06,0.5764321
2000-05-13 12:00:00,29.361145,16.07306,335.58386,98312.26,0.0,1.4028717
2000-05-14 12:00:00,27.75,17.089844,251.32448,98288.68,0.0,1.6055027
2000-05-15 12:00:00,29.342407,17.164764,329.2234,97969.42,0.0,1.6490297
2000-05-16 12:00:00,28.342865,17.400269,331.63284,97796.305,0.0,1.5901161
2000-05-17 12:00:00,26.160278,20.16507,186.37881,98060.91,2.839212e-05,1.3793435
2000-05-18 12:00:00,28.44226,18.573761,267.70038,98331.75,2.018303e-05,0.6536871
2000-05-19 12:00:00,31.546112,19.28711,321.36478,98229.02,0.0,1.4855596
2000-05-20 12:00:00,31.796448,21.529602,268.3672,98221.086,1.8749977e-05,0.2694764
2000-05-21 12:00:00,31.794159,19.706879,293.36075,98199.5,5.7472404e-05,0.92436254
2000-05-22 12:00:00,26.404785,19.617767,270.48306,98391.88,4.405344e-05,1.4330724
2000-05-23 12:00:00,25.004456,18.632843,333.44174,98875.77,1.3584789e-06,2.3174667
2000-05-24 12:00:00,24.495667,12.599243,355.5324,99013.53,0.0,2.1869442
2000-05-25 12:00:00,26.565277,12.979218,343.30014,98726.02,0.0,2.0758114
2000-05-26 12:00:00,24.390045,17.802582,227.9178,98444.0,1.0706629e-05,2.3467922
2000-05-27 12:00:00,27.746979,16.878448,317.74722,98346.95,2.4278712e-05,1.5143521
2000-05-28 12:00:00,30.103882,17.595825,310.5684,98452.57,1.7103184e-05,1.2676163
2000-05-29 12:00:00,29.489777,19.433289,237.82857,98660.516,3.6915633e-05,1.1378553
2000-05-30 12:00:00,26.145966,18.952118,157.58574,98716.78,2.8394828e-05,0.8020225
2000-05-31 12:00:00,29.088226,19.466888,273.03528,98209.6,0.00013878496,1.1614031
2000-06-01 12:00:00,30.041351,20.360107,284.0514,97791.78,0.000102802456,1.3705956
2000-06-02 12:00:00,27.509949,17.37381,350.43613,97921.93,3.3095104e-05,0.9927906
2000-06-03 12:00:00,28.179749,18.16272,323.5845,98308.44,4.4949848e-06,1.1105716
2000-06-04 12:00:00,27.29837,19.421082,290.50925,98657.414,0.0,1.4725826
2000-06-05 12:00:00,27.835754,17.681366,314.79367,98615.93,0.0,1.3870827
2000-06-06 12:00:00,31.814636,19.797607,320.28513,98386.57,0.0,0.7263932
2000-06-07 12:00:00,30.144196,20.374329,223.81602,98340.69,0.00012521503,1.2681094
2000-06-08 12:00:00,24.276398,12.960571,369.63507,98868.33,2.7375899e-07,1.4086351
2000-06-09 12:00:00,27.34436,12.88327,363.82816,98869.97,0.0,1.0950372
2000-06-10 12:00:00,31.014557,13.240295,363.57462,98440.11,0.0,1.3051143
2000-06-11 12:00:00,32.819763,17.10553,355.21567,98111.86,0.0,2.1765783
2000-06-12 12:00:00,30.93872,19.689545,255.10925,98519.56,3.4287412e-05,0.378419
2000-06-13 12:00:00,26.456177,13.548767,360.25934,99108.93,0.0,1.3812492
2000-06-14 12:00:00,30.572815,16.12323,331.50406,98649.48,0.0,1.7170565
2000-06-15 12:00:00,29.021057,20.395416,132.35756,98120.17,0.00018136272,1.8209515
2000-06-16 12:00:00,23.23935,18.28952,181.4519,97880.48,0.0002578603,1.235384
2000-06-17 12:00:00,25.716736,19.035492,298.96378,98292.65,2.565515e-06,1.3539318
2000-06-18 12:00:00,28.742767,19.203186,346.46753,98593.5,0.0,1.181863
2000-06-19 12:00:00,30.65448,19.725922,349.98822,98620.77,8.582706e-09,0.9531391
2000-06-20 12:00:00,31.71585,21.926086,276.8587,98438.1,0.0,1.1593189
2000-06-21 12:00:00,34.671814,22.108887,302.19604,98255.7,0.0,1.2895687
2000-06-22 12:00:00,35.34784,23.129272,284.1821,98300.97,0.0,1.4023602
2000-06-23 12:00:00,35.347443,24.192047,298.72043,98425.06,1.14036875e-05,1.6728048
